,CNMD_open,CNMD_high,CNMD_low,CNMD_close,CNMD_volume
2017-05-04,50.7300,51.4840,50.5100,51.0400,242387
2017-05-03,50.5400,51.0400,50.2300,50.5700,142513
2017-05-02,50.5800,50.9900,49.8150,50.7900,208925
2017-05-01,49.3500,50.7200,49.3100,50.4600,257678
2017-04-28,48.9700,49.5000,48.7000,49.1600,175738
2017-04-27,44.0100,50.5800,43.8800,49.1700,4895
2017-04-26,47.2100,48.3425,47.2100,48.1300,229461
2017-04-25,47.5000,48.3400,47.1800,47.2000,207937
2017-04-24,48.0700,48.5000,47.4600,47.4900,183301
2017-04-21,47.2600,47.6800,46.6300,47.3400,181628
2017-04-20,46.3700,47.4300,46.2050,47.2800,99760
2017-04-19,46.3100,46.5100,46.1250,46.2500,179791
2017-04-18,46.1000,46.1650,45.2400,46.0500,90539
2017-04-17,45.3300,46.2400,45.0038,46.1100,90313
2017-04-13,45.1600,45.2700,40.9210,45.2100,128331
2017-04-12,45.4600,45.5300,44.1350,45.2100,131808
2017-04-11,44.8900,45.5300,44.1950,45.4500,94007
2017-04-10,44.9300,45.1800,44.6500,44.9800,138843
2017-04-07,44.2000,45.0300,42.4900,44.9900,203843
2017-04-06,43.7400,44.4100,43.0450,44.3900,130866
2017-04-05,43.7300,44.0900,43.5500,43.7900,159227
2017-04-04,43.5200,43.9400,43.1700,43.6050,149085
2017-04-03,44.4100,44.6900,40.5400,43.5000,1850
2017-03-31,43.6500,44.4900,43.4200,44.4100,196621
2017-03-30,43.4800,43.7150,42.9949,43.6500,134618
2017-03-29,42.9600,43.5000,42.6100,43.3700,137355
2017-03-28,42.6900,42.9000,42.1900,42.8700,108315
2017-03-27,42.0900,42.9900,41.9300,42.8300,65642
2017-03-24,43.0300,43.0800,42.4900,42.6500,100305
2017-03-23,42.1000,43.0100,42.0000,42.9850,88735
2017-03-22,42.7600,42.7600,41.8150,42.1600,93982
2017-03-21,42.8600,42.9900,42.5200,42.6400,131074
2017-03-20,42.7700,42.8300,42.2701,42.5500,82398
2017-03-17,42.2200,43.0800,41.8600,42.9400,224041
2017-03-16,42.5200,42.5200,42.1100,42.4300,115591
2017-03-15,41.6300,42.9000,41.5900,42.4500,210839
2017-03-14,40.6500,41.7100,40.5700,41.4200,140471
2017-03-13,40.0100,40.9900,39.8900,40.9700,244705
2017-03-10,40.3200,40.5000,39.7400,40.2300,172958
2017-03-09,40.6000,40.6000,40.0300,40.1100,204477
2017-03-08,40.9100,41.2500,40.5400,40.5800,203727
2017-03-07,40.6100,41.3400,40.6000,40.6800,111724
2017-03-06,41.3900,41.4600,40.8600,40.8600,223369
2017-03-03,41.8700,42.1800,41.2600,41.5400,113768
2017-03-02,41.8300,42.2300,41.6700,41.8800,129348
2017-03-01,42.0000,42.7400,41.5700,41.9300,217619
2017-02-28,42.2800,42.9700,41.6100,41.6200,156855
2017-02-27,42.6300,42.8200,42.2500,42.4600,131873
2017-02-24,41.1800,42.9100,41.1800,42.6600,126880
2017-02-23,42.0500,42.0800,41.2300,41.7100,388865
2017-02-22,42.9300,43.0400,41.8900,42.0300,207056
2017-02-21,43.5900,43.7950,42.8300,43.0400,184743
2017-02-17,43.4300,43.6300,43.1300,43.5000,183809
2017-02-16,43.2700,43.6650,42.9000,43.3900,471549
2017-02-15,43.2000,43.7000,43.0100,43.2700,121594
2017-02-14,43.7600,44.0600,42.4650,43.4700,189492
2017-02-13,43.8500,44.2800,42.7050,43.7900,92499
2017-02-10,43.5000,43.6800,43.2400,43.6600,56731
2017-02-09,43.0300,43.3400,42.4887,43.2400,182287
2017-02-08,43.0100,43.1000,42.6400,42.8100,112988
2017-02-07,42.7600,43.3800,42.5000,43.0800,147282
2017-02-06,42.6100,42.8400,42.3550,42.7900,126309
2017-02-03,41.8400,42.8700,41.3400,42.8100,320441
2017-02-02,41.9700,42.1900,40.2062,41.5100,538799
2017-02-01,44.7900,44.9100,43.9800,44.2700,252514
2017-01-31,43.4500,44.6800,43.3450,44.5900,164492
2017-01-30,43.1000,43.7300,42.5800,43.5000,164331
2017-01-27,42.8000,43.6600,42.3800,43.4200,132544
2017-01-26,43.5900,43.5900,42.5400,42.7800,100821
2017-01-25,43.4700,44.0800,43.3950,43.8550,74344
2017-01-24,42.8800,43.6200,42.6700,43.1500,114157
2017-01-23,43.3400,43.6900,42.6650,42.8200,118079
2017-01-20,43.6000,44.0000,43.2400,43.4600,140817
2017-01-19,43.8800,43.9100,43.3900,43.6300,70711
2017-01-18,44.5900,44.5900,43.6700,43.9300,87804
2017-01-17,44.6600,44.8800,43.9600,44.4400,61816
2017-01-13,44.7500,45.0500,44.5600,44.8500,92253
2017-01-12,45.4000,45.4000,44.0800,44.5700,121379
2017-01-11,45.6600,45.8200,45.0200,45.5300,142119
2017-01-10,44.6800,45.5900,44.4350,45.5500,85586
2017-01-09,44.6900,45.2100,44.4550,44.7300,158826
2017-01-06,44.8000,45.0600,44.1010,44.8800,299401
2017-01-05,45.1900,45.6600,44.3400,44.5900,81758
2017-01-04,44.4600,45.7050,44.2600,45.3000,146785
2017-01-03,44.6500,44.6500,43.8600,44.1900,77094
2016-12-30,44.2050,44.5200,43.9700,44.1700,58604
2016-12-29,43.9800,44.5000,43.8800,44.3400,52644
2016-12-28,44.0000,44.5000,43.7600,43.9600,66664
2016-12-27,43.5700,44.2500,43.5700,44.0000,100500
2016-12-23,43.6000,44.0300,43.4900,43.6700,88955
2016-12-22,43.6000,43.8400,43.3400,43.5550,107565
2016-12-21,44.2300,44.2300,43.7300,43.7300,72106
2016-12-20,44.5400,44.9300,44.0000,44.3700,91227
2016-12-19,44.8300,45.1300,44.2100,44.5400,106949
2016-12-16,45.2100,45.3700,44.6100,44.8000,554389
2016-12-15,45.0300,45.5000,44.6450,45.0500,157202
2016-12-14,45.0900,45.2600,44.6800,44.8400,62149
2016-12-13,45.7200,45.9700,45.0500,45.1350,102663
2016-12-12,45.5200,46.1900,45.0350,45.6700,102608
2016-12-09,45.2400,46.3400,45.2400,45.7300,130545
2016-12-08,44.5200,45.2500,43.7000,45.2100,143169
2016-12-07,43.8700,44.6350,43.2500,44.5300,110293
2016-12-06,43.9700,44.3800,43.1700,43.9500,119101
2016-12-05,43.5400,44.2600,43.3500,43.8500,160317
2016-12-02,43.5500,43.8800,43.2300,43.3600,90757
2016-12-01,43.5300,43.9050,43.0000,43.4300,134815
2016-11-30,44.6500,44.6750,43.5300,43.5800,145695
2016-11-29,44.9100,45.1200,44.6000,44.6900,120384
2016-11-28,45.1600,45.5000,44.6400,44.6500,200347
2016-11-25,45.1300,45.5200,44.8100,45.0750,60570
2016-11-23,44.8000,45.3200,44.2700,45.1100,153502
2016-11-22,46.4600,46.6150,44.9200,45.1000,270561
2016-11-21,45.7800,46.9457,45.4200,46.4500,134375
2016-11-18,45.0000,46.6100,45.0000,45.6450,326789
2016-11-17,44.6200,45.5150,44.6200,44.8400,161520
2016-11-16,44.7700,44.9800,44.0900,44.4900,247500
2016-11-15,44.7600,45.0750,44.1800,44.7900,192725
2016-11-14,45.0000,45.3400,44.4900,44.8000,240165
2016-11-11,43.9400,44.8500,43.8600,44.6000,263912
2016-11-10,43.2900,44.1000,42.4100,43.9000,296270
2016-11-09,41.7500,42.7500,39.1300,42.6500,281085
2016-11-08,40.9900,42.0800,40.4800,41.8600,155920
2016-11-07,40.5000,41.3100,40.0200,41.0600,137011
2016-11-04,39.1600,40.1200,39.0900,39.7700,189105
2016-11-03,39.3700,39.8700,39.0500,39.1800,109153
2016-11-02,39.2600,39.6300,38.8301,39.2400,119215
2016-11-01,40.0200,40.1200,38.8100,39.3500,180306
2016-10-31,39.7900,40.3200,39.1800,40.0000,250665
2016-10-28,38.6200,40.9100,38.6200,40.0000,621650
2016-10-27,38.4200,38.8700,37.6000,37.7500,235926
2016-10-26,38.9800,39.1200,37.9100,38.1100,96690
2016-10-25,39.8000,39.8650,38.9800,39.2200,75208
2016-10-24,39.6400,40.0400,39.6400,39.8100,82836
2016-10-21,39.8000,39.8000,39.1900,39.4000,130502
2016-10-20,40.1100,40.5800,39.9700,40.1300,125520
2016-10-19,40.4900,40.5500,39.9400,40.3100,75482
2016-10-18,39.6700,40.6000,39.1800,40.3500,83383
2016-10-17,39.0800,39.4000,38.7900,39.2700,74057
2016-10-14,39.5900,39.7000,38.9000,39.2100,61792
2016-10-13,39.2500,39.9100,39.0700,39.5300,86818
2016-10-12,39.0800,39.7700,39.0000,39.4400,62318
2016-10-11,41.0500,41.0500,39.2000,39.3500,160366
2016-10-10,40.2800,41.2600,40.2800,41.0800,80997
2016-10-07,40.2600,40.7750,40.0600,40.2300,87898
2016-10-06,40.5800,41.2150,39.9000,40.3500,88438
2016-10-05,39.9600,41.0900,39.8900,40.7300,110397
2016-10-04,39.8200,40.2100,39.5350,39.9700,106681
2016-10-03,40.0400,40.1500,39.5800,39.6900,122362
2016-09-30,39.7900,40.2300,39.4600,40.0600,107388
2016-09-29,40.5600,40.5800,39.3100,39.5100,102680
2016-09-28,39.6500,40.5700,39.3500,40.5100,200439
2016-09-27,39.1800,39.7500,38.9600,39.7300,92678
2016-09-26,39.5100,39.5700,39.0500,39.1000,93292
2016-09-23,39.9600,40.0900,39.4000,39.8300,138486
2016-09-22,39.9100,40.3100,39.6050,40.0400,218330
2016-09-21,39.5700,40.0900,39.2200,39.5800,100312
2016-09-20,39.8300,39.9100,38.9800,39.5800,101266
2016-09-19,39.2200,39.7700,38.9350,39.7100,113348
2016-09-16,38.8500,39.4800,38.8500,39.0000,301924
2016-09-15,38.4500,38.7500,38.1100,38.7400,151849
2016-09-14,39.3000,39.4450,38.4500,38.4800,135179
2016-09-13,40.3700,40.4100,39.3200,39.3900,154580
2016-09-12,40.5900,40.7400,40.0000,40.6800,158898
2016-09-09,41.7400,41.8800,40.6800,40.7400,95517
2016-09-08,42.3400,42.3400,41.8200,42.0900,138504
2016-09-07,42.0600,42.6600,41.7600,42.4700,186222
2016-09-06,41.1300,42.4340,41.0100,42.1500,175525
2016-09-02,40.8400,41.0000,40.3700,40.9900,119467
2016-09-01,40.6100,40.9500,40.1600,40.5600,151044
2016-08-31,40.6100,40.9500,40.2600,40.8000,130980
2016-08-30,40.2800,40.8000,40.0201,40.5600,81251
2016-08-29,40.2600,40.6200,40.0250,40.3800,106689
2016-08-26,40.2600,40.3900,39.9400,40.1300,111608
2016-08-25,39.9200,40.1800,38.4250,39.9100,86794
2016-08-24,40.6200,40.8550,39.8700,40.0200,145034
2016-08-23,40.5900,41.1000,40.5000,40.5600,167053
2016-08-22,39.9600,40.6200,39.5900,40.5900,118852
2016-08-19,40.0400,40.1200,39.3600,40.0300,145597
2016-08-18,39.6100,40.4300,39.3800,40.0400,244255
2016-08-17,39.6100,39.9200,39.2900,39.6900,237749
2016-08-16,39.3300,39.7400,39.3000,39.5400,263288
2016-08-15,38.8900,39.7700,38.7300,39.5400,257021
2016-08-12,38.9300,38.9400,38.2700,38.6800,77328
2016-08-11,38.9400,39.2500,38.7000,38.9400,101363
2016-08-10,39.8400,39.8400,38.5800,38.7500,153253
2016-08-09,39.1600,39.9500,39.0700,39.7000,159377
2016-08-08,39.2600,39.3750,38.7600,39.0300,148877
2016-08-05,39.9400,40.2200,39.2400,39.4000,247484
2016-08-04,40.1100,40.3100,39.5700,39.6300,166851
2016-08-03,39.8200,40.1100,39.0300,40.0400,177843
2016-08-02,40.1700,41.0700,39.3700,39.7300,316497
2016-08-01,40.8000,41.2100,40.0800,40.1700,264647
2016-07-29,39.7700,41.2000,39.7100,40.6400,478775
2016-07-28,42.4000,42.4050,38.3000,39.9200,1566014
2016-07-27,48.3400,48.5000,48.0400,48.2000,238186
2016-07-26,48.1100,48.8050,48.0700,48.3600,135212
2016-07-25,48.0300,48.5700,47.7600,48.1400,132186
2016-07-22,48.5200,48.5700,48.1500,48.2900,116025
2016-07-21,48.9600,49.2550,48.4300,48.5700,105315
2016-07-20,48.9500,49.4700,48.9500,49.1700,126049
2016-07-19,49.2600,49.5100,48.9000,48.9400,136790
2016-07-18,50.1600,50.1600,49.4300,49.4700,134012
2016-07-15,49.8500,50.0200,49.4200,50.0000,114888
2016-07-14,49.4700,49.5700,49.1000,49.4800,86537
2016-07-13,49.9500,49.9900,48.8800,49.1600,176715
2016-07-12,49.3000,50.0800,49.3000,49.6000,148077
2016-07-11,49.0000,49.4500,48.7500,49.3300,121681
2016-07-08,48.1100,48.9500,48.0000,48.6800,117836
2016-07-07,47.9000,48.1400,47.1650,47.7400,245884
2016-07-06,47.9700,48.6000,47.8400,48.0500,203606
2016-07-05,48.7200,49.2700,47.2501,48.3000,168169
2016-07-01,47.8700,48.6200,47.5600,48.6000,159498
2016-06-30,46.0700,47.7900,45.8500,47.7300,303502
2016-06-29,44.9000,46.0400,44.8700,45.9100,148887
2016-06-28,43.9900,44.6650,43.9400,44.5000,188476
2016-06-27,43.8900,44.1900,42.8228,43.9500,211834
2016-06-24,43.8100,44.4700,42.9600,44.2000,290835
2016-06-23,44.9700,45.5600,44.9700,45.5000,131512
2016-06-22,44.0500,44.8400,44.0050,44.5200,137260
2016-06-21,44.3300,44.3300,43.6700,44.0900,223373
2016-06-20,43.1700,44.5300,43.0650,44.2000,389534
2016-06-17,43.1800,43.6000,42.7600,43.0400,446270
2016-06-16,42.7500,43.3100,42.0400,43.2000,184155
2016-06-15,43.3000,43.3000,42.8150,43.0600,367093
2016-06-14,43.0100,43.3600,42.3200,43.1800,154082
2016-06-13,42.5900,43.3800,42.5900,43.1400,192638
2016-06-10,42.7600,43.0500,42.3100,42.9900,213523
2016-06-09,42.7100,43.1300,42.3700,42.9350,172859
2016-06-08,42.5400,42.9200,41.7400,42.8400,108656
2016-06-07,42.2400,42.7800,41.8000,42.6000,99789
2016-06-06,41.6900,42.7300,41.6900,42.2900,126830
2016-06-03,42.1400,42.1400,41.4600,41.8300,124124
2016-06-02,41.0600,42.2200,40.9650,42.1900,174085
2016-06-01,39.7200,41.0900,39.1700,41.0600,254620
2016-05-31,39.5100,39.9800,39.1100,39.8200,210642
2016-05-27,39.1200,39.7550,39.0350,39.5100,212000
2016-05-26,39.6700,39.6700,38.9800,39.1000,102951
2016-05-25,39.5600,39.7800,39.2300,39.7400,104660
2016-05-24,39.1100,39.9500,39.0600,39.5600,132574
2016-05-23,39.2900,39.7050,38.9300,38.9700,160783
2016-05-20,39.2300,39.2900,38.8000,39.2000,816369
2016-05-19,39.5000,40.0100,38.9500,38.9700,331175
2016-05-18,39.7300,40.0400,39.3880,39.6500,155576
2016-05-17,40.5800,40.6200,39.4400,39.8000,223767
2016-05-16,40.5100,40.9200,40.2101,40.6300,97316
2016-05-13,40.7000,40.9500,40.1200,40.3800,79252
2016-05-12,41.7400,41.7400,40.4000,40.8100,198936
2016-05-11,42.3100,42.4200,41.4700,41.5100,70360
2016-05-10,42.9500,42.9500,42.2600,42.4000,134804
2016-05-09,42.7900,43.4150,42.7300,42.8500,267629
2016-05-06,42.7200,43.1700,42.4000,42.9200,218801
2016-05-05,43.0300,43.3400,42.0300,43.0000,248021
2016-05-04,41.5800,43.5800,41.5800,42.8700,225810
2016-05-03,42.2500,42.7300,41.7800,41.8400,160514
2016-05-02,41.3500,42.5200,41.2700,42.4700,235902
2016-04-29,42.4000,42.4475,41.0200,41.4200,359518
2016-04-28,45.0000,45.7800,42.1000,42.3900,532959
2016-04-27,44.1900,44.7800,43.7500,44.4000,347157
2016-04-26,43.0900,44.5900,43.0900,44.1800,179088
2016-04-25,43.0400,43.8100,42.8600,43.0400,88421
2016-04-22,43.1300,43.2900,42.4100,42.9600,214981
2016-04-21,43.1700,43.5200,42.7900,42.9900,183916
2016-04-20,43.0100,43.5000,42.8800,43.1500,253693
2016-04-19,43.0200,43.9600,41.3900,42.9000,192953
2016-04-18,43.3900,43.6900,41.9650,43.3900,61638
2016-04-15,42.8000,43.5100,42.7850,43.4000,71907
2016-04-14,43.0400,43.9800,42.5400,43.0400,76180
2016-04-13,41.7700,42.9400,41.5800,42.9300,231847
2016-04-12,40.8900,41.5100,40.4400,41.5000,222808
2016-04-11,41.6000,42.2300,40.7900,40.8200,176558
2016-04-08,41.7900,42.1200,41.2500,41.4700,66570
2016-04-07,41.8400,42.3200,41.2900,41.6500,148073
2016-04-06,40.0000,43.7800,40.0000,41.8700,99649
2016-04-05,42.4500,42.6700,40.1150,41.5100,105378
2016-04-04,42.9600,43.3600,42.5200,42.6900,99580
2016-04-01,41.8000,42.9200,41.2900,42.8000,146323
2016-03-31,41.1000,42.2400,40.8000,41.9400,405962
2016-03-30,41.3000,41.6500,40.8700,40.9200,166163
2016-03-29,39.5100,41.6300,39.4350,41.2100,186736
2016-03-28,38.9900,39.7500,38.9900,39.6200,107109
2016-03-24,39.3000,39.6300,38.4800,38.9600,156352
2016-03-23,39.8600,40.3250,39.4000,39.4500,150904
2016-03-22,40.1000,41.4500,39.9200,40.0300,124765
2016-03-21,40.3600,40.8900,40.1200,40.2400,91703
2016-03-18,39.7400,40.6700,39.3001,40.4100,301930
2016-03-17,39.7600,39.7600,38.5600,39.4900,233493
2016-03-16,40.2700,40.6100,39.2400,39.8100,116254
2016-03-15,41.2700,41.4500,40.1700,40.3000,122976
2016-03-14,41.5500,41.9900,41.2000,41.5700,116723
2016-03-11,40.8300,41.6700,40.5000,41.6300,95238
2016-03-10,40.9700,41.9250,39.9500,40.7400,159349
2016-03-09,40.4100,41.1900,40.4100,40.7200,135637
2016-03-08,41.5600,41.5600,40.3800,40.4400,155731
2016-03-07,40.7600,41.7000,40.7600,41.6300,230707
2016-03-04,40.1300,41.6700,40.1300,41.0100,271069
2016-03-03,39.9500,40.4000,39.1950,39.9900,291087
2016-03-02,39.6900,40.2400,39.5800,40.1200,118928
2016-03-01,39.8600,39.9800,38.9500,39.8700,152662
2016-02-29,39.2400,40.1600,37.1100,39.7400,246032
2016-02-26,39.4600,39.5800,39.0300,39.3300,92009
2016-02-25,39.1900,39.4700,38.6800,39.3100,155349
2016-02-24,37.9400,39.1000,37.8500,39.0100,166361
2016-02-23,37.8400,38.5000,37.6400,38.1500,103862
2016-02-22,38.4000,38.7700,37.5500,37.9600,145717
2016-02-19,36.8500,38.2600,36.4200,38.1900,261012
2016-02-18,37.3000,37.3900,36.7323,36.8800,96691
2016-02-17,37.5900,37.9500,35.7200,37.3000,136634
2016-02-16,36.9700,37.7100,36.5000,37.4200,127468
2016-02-12,36.3800,36.7500,35.5700,36.6500,151537
2016-02-11,35.9900,36.5700,35.7500,36.1600,96068
2016-02-10,36.7700,37.4500,35.5100,36.5300,132373
2016-02-09,36.5600,36.9600,35.6800,36.5600,116701
2016-02-08,36.2000,37.2200,35.5900,36.8000,178571
2016-02-05,36.8400,38.1590,36.3400,36.3900,175055
2016-02-04,36.6600,37.5700,36.0101,36.9300,227084
2016-02-03,37.4200,37.6300,36.3000,36.7200,166101
2016-02-02,37.1500,38.0500,36.6500,37.3800,199786
2016-02-01,36.8500,37.9700,36.4800,37.4100,248584
2016-01-29,36.7100,36.9700,36.2100,36.9400,274585
2016-01-28,41.7500,42.0500,35.5300,36.7800,470752
2016-01-27,39.0300,39.1700,38.2700,38.5800,199832
2016-01-26,38.4800,39.1299,38.0600,39.0900,191715
2016-01-25,39.0100,39.1600,38.1900,38.2900,121651
2016-01-22,39.0200,39.2600,38.2200,39.0900,212156
2016-01-21,38.4000,39.1800,37.5000,38.6800,257683
2016-01-20,37.3200,38.7800,36.7600,38.3500,253077
2016-01-19,39.2700,39.2700,37.4700,37.8500,211563
2016-01-15,39.0800,39.7500,37.7800,39.0600,568645
2016-01-14,40.0700,40.3600,39.3000,40.0200,220834
2016-01-13,41.0600,41.6000,39.6900,39.8800,189553
2016-01-12,39.9700,40.9600,39.7100,40.9600,210607
2016-01-11,40.8300,41.0000,39.3100,39.7200,107096
2016-01-08,41.4800,42.1400,40.7310,40.8400,303647
2016-01-07,41.8800,42.2450,40.6000,41.5000,142023
2016-01-06,42.1500,43.2700,42.1500,42.4700,155638
2016-01-05,42.8300,43.0250,42.4300,42.6100,196682
2016-01-04,43.5000,43.5400,42.0200,42.4700,206985
2015-12-31,44.1500,44.4600,43.9600,44.0500,115226
2015-12-30,44.5900,44.6800,44.0900,44.3600,78036
2015-12-29,44.0600,44.6850,43.9300,44.5400,84791
2015-12-28,43.2800,43.9900,43.1600,43.9000,73105
2015-12-24,43.0400,43.9700,43.0400,43.5400,54476
2015-12-23,42.8700,43.2000,42.7800,42.9700,102727
2015-12-22,42.5900,43.1500,41.9800,42.8200,110394
2015-12-21,42.9100,43.1900,41.8400,42.4800,116116
2015-12-18,42.5800,43.3450,42.2350,42.6000,361896
2015-12-17,42.1000,42.7900,41.8500,42.5500,173387
2015-12-16,41.6400,42.2000,41.2400,41.9900,148555
2015-12-15,41.1500,41.9000,41.1100,41.2500,262671
2015-12-14,41.0200,41.4040,40.3450,40.8500,114968
2015-12-11,40.8000,41.5600,40.6600,41.0700,97099
2015-12-10,41.6200,42.0150,41.0100,41.6200,114412
2015-12-09,42.1000,42.9800,41.5600,41.7000,87443
2015-12-08,42.1200,42.4700,41.9411,42.3500,76053
2015-12-07,42.5100,42.9000,42.1350,42.5500,108157
2015-12-04,42.1000,42.8000,42.0500,42.6300,92399
2015-12-03,42.3400,42.5500,41.9000,42.1400,303986
2015-12-02,42.1700,42.5400,41.9500,42.2400,178500
2015-12-01,42.6900,43.2000,41.8900,42.2900,153743
2015-11-30,43.0800,43.0800,42.1600,42.5000,179781
2015-11-27,43.0000,43.4000,42.5000,42.9600,68441
2015-11-25,42.6200,43.2900,42.3800,43.0700,122912
2015-11-24,42.1500,42.8500,41.7400,42.5500,134116
2015-11-23,42.1600,42.6200,41.8900,42.3600,102515
2015-11-20,41.8400,42.5050,41.2300,42.3100,308342
2015-11-19,42.1700,42.1700,41.2200,41.8200,198770
2015-11-18,41.9500,42.3400,41.4650,42.2800,196557
2015-11-17,41.3400,42.1800,40.7600,41.7100,213031
2015-11-16,38.7500,42.4250,38.7500,41.4800,564068
2015-11-13,39.0400,39.5100,37.9400,38.3400,223620
2015-11-12,40.1800,40.1800,39.2200,39.3100,114738
2015-11-11,41.2300,41.2300,40.2000,40.3200,91635
2015-11-10,41.0500,41.4300,40.6600,41.2400,161608
2015-11-09,41.2600,41.3500,40.4800,41.0300,111819
2015-11-06,41.0400,41.6600,40.2100,41.4200,108747
2015-11-05,41.3000,41.4700,40.6800,41.2800,115642
2015-11-04,41.5000,41.9000,41.0100,41.2300,121901
2015-11-03,41.9700,41.9700,40.8200,41.4400,219285
2015-11-02,40.8200,42.1200,40.2900,41.9700,347635
2015-10-30,40.7600,41.1000,40.4000,40.5600,138639
2015-10-29,41.1000,41.2400,40.1900,40.7200,146861
2015-10-28,40.6100,41.3800,39.0100,41.0500,266962
2015-10-27,40.1700,41.3600,40.0000,40.5700,287822
2015-10-26,40.2100,40.8200,39.8900,40.2400,168452
2015-10-23,40.5900,41.7000,40.0700,40.3400,228532
2015-10-22,42.3800,44.5200,40.0200,40.2800,941052
2015-10-21,49.6300,49.8300,48.0000,48.7400,120461
2015-10-20,49.9100,51.9000,48.9600,49.4200,224833
2015-10-19,49.4900,50.2100,49.3700,49.9900,96774
2015-10-16,49.4500,49.8200,49.0700,49.5800,111315
2015-10-15,48.0100,49.2900,47.6100,49.2500,135361
2015-10-14,48.1200,48.7000,47.7000,47.8500,120009
2015-10-13,47.9700,48.8800,47.8300,48.2000,175587
2015-10-12,48.5200,49.4500,47.5300,48.2500,232775
2015-10-09,47.6300,48.0200,47.1300,47.5200,197435
2015-10-08,48.2300,48.4800,46.4900,47.4100,176731
2015-10-07,48.1100,48.5400,47.3800,48.2500,225847
2015-10-06,48.3800,48.9800,47.1050,48.0200,185176
2015-10-05,48.8300,49.2700,47.3100,48.3000,187269
2015-10-02,46.5900,48.7000,46.5300,48.7000,145428
2015-10-01,47.8200,47.8200,46.6000,47.2200,226355
2015-09-30,47.5300,48.0700,47.2300,47.7400,175338
2015-09-29,47.5600,48.2950,46.9800,47.0900,102197
2015-09-28,48.5100,48.5100,46.5100,47.5300,142257
2015-09-25,51.1300,51.1300,48.2600,48.8300,196936
2015-09-24,51.1400,51.3120,49.7300,50.6500,228305
2015-09-23,51.8100,52.2399,51.1200,51.2800,103360
2015-09-22,51.6600,52.1300,50.3350,51.6900,210618
2015-09-21,52.0600,52.8300,51.7500,52.0100,140092
2015-09-18,51.0200,52.3400,51.0200,51.6400,465596
2015-09-17,51.5000,52.3700,51.5000,51.8700,99976
2015-09-16,51.6000,52.0000,51.4000,51.5200,98004
2015-09-15,51.3700,51.7900,51.1100,51.5200,63187
2015-09-14,51.5900,51.7500,51.0200,51.2600,85703
2015-09-11,50.5800,51.5900,50.5600,51.4900,134706
2015-09-10,51.0000,51.6350,50.8150,51.1500,68817
2015-09-09,52.2200,52.2300,50.9100,51.0100,99435
2015-09-08,51.2700,52.0200,50.9000,51.8700,80861
2015-09-04,50.3800,51.1999,50.2200,50.6300,123875
2015-09-03,51.2400,51.8200,50.7150,51.0000,176407
2015-09-02,51.9300,52.0000,50.3001,51.2300,298207
2015-09-01,52.3300,52.4800,50.7900,51.3800,169884
2015-08-31,53.4900,53.9400,52.4800,53.0600,154168
2015-08-28,52.9500,53.8400,52.5800,53.7700,104680
2015-08-27,53.4700,53.8100,52.5800,53.2300,172905
2015-08-26,53.3800,53.3800,52.1800,53.1100,159005
2015-08-25,53.5700,53.5700,51.9600,52.3000,141125
2015-08-24,52.6400,53.5800,51.7300,51.9100,422766
2015-08-21,54.6700,55.8300,54.5000,54.8000,231674
2015-08-20,56.2700,56.4650,55.6600,55.7200,87800
2015-08-19,56.5600,57.1600,55.9500,56.7800,99626
2015-08-18,57.0000,57.3000,56.7100,56.8700,122750
2015-08-17,55.7800,56.9700,55.7700,56.9000,76089
2015-08-14,55.4300,56.1400,55.2300,56.0700,111703
2015-08-13,55.7600,56.1100,55.3600,55.6000,124804
2015-08-12,55.3200,55.9000,54.8800,55.5900,139618
2015-08-11,55.8200,56.5500,55.5600,56.0100,110126
2015-08-10,56.5200,56.7450,55.6200,56.0800,139731
2015-08-07,55.8400,56.3200,55.1100,56.2000,119835
2015-08-06,56.9700,57.2600,55.6450,56.0800,84400
2015-08-05,57.0200,57.5300,56.7910,57.1800,101601
2015-08-04,56.3800,57.0700,56.3500,56.6200,80579
2015-08-03,56.6700,57.2500,56.4100,56.8500,107875
2015-07-31,56.9200,57.3200,56.5200,56.7200,209162
2015-07-30,56.8200,57.0300,56.5200,56.8500,226410
2015-07-29,57.8800,57.9600,56.5900,57.0300,125615
2015-07-28,57.7000,58.3200,56.7500,57.7300,159432
2015-07-27,57.5800,57.7000,56.8600,57.3200,161367
2015-07-24,57.5600,58.5100,57.3900,57.7000,169930
2015-07-23,57.8200,58.2500,56.9600,57.7200,231405
2015-07-22,57.0000,57.9500,56.1300,57.6200,558127
2015-07-21,60.0600,60.3600,59.4400,59.7700,153133
2015-07-20,59.9600,60.2500,59.4800,60.1900,83654
2015-07-17,60.0000,60.2000,59.6400,60.0200,85823
2015-07-16,59.8200,60.4800,59.3000,59.9600,157268
2015-07-15,59.7200,60.3365,59.0200,59.4200,79390
2015-07-14,59.2800,59.9000,59.1290,59.8100,88539
2015-07-13,58.6500,59.5100,58.6500,59.4400,68753
2015-07-10,58.6600,58.7300,58.2200,58.4900,157761
2015-07-09,59.2900,60.6620,58.0300,58.0800,135601
2015-07-08,58.8500,59.1800,58.1900,58.7100,153972
2015-07-07,59.3900,59.4800,58.6400,59.3000,87411
2015-07-06,57.8000,59.3300,57.8000,59.2100,78298
2015-07-02,58.8400,58.8400,57.7400,58.5600,97697
2015-07-01,58.7100,58.8000,56.8100,58.7400,164339
