,PAG_open,PAG_high,PAG_low,PAG_close,PAG_volume
2019-12-16,52.4800,52.5700,51.7400,51.9300,568371
2019-12-13,53.4400,53.6700,51.8700,51.9600,598476
2019-12-12,52.0600,53.8100,51.9800,53.7000,276178
2019-12-11,51.6000,52.3000,51.6000,52.2200,193658
2019-12-10,50.8300,51.5000,50.5100,51.4500,251300
2019-12-09,51.0800,51.2700,50.8100,50.9300,200253
2019-12-06,51.0400,51.5000,50.8700,51.1000,152625
2019-12-05,50.4000,50.7600,50.3200,50.5000,173644
2019-12-04,50.4300,51.0500,50.2000,50.2600,167990
2019-12-03,50.0600,50.3000,49.3600,50.2600,320587
2019-12-02,50.6200,50.9500,50.3800,50.6100,270720
2019-11-29,51.1500,51.1600,50.4800,50.4900,96566
2019-11-27,50.6600,51.4200,50.5400,51.4000,174062
2019-11-26,51.6400,51.6700,50.3200,50.6400,318020
2019-11-25,51.2000,51.7200,50.8900,51.6000,283088
2019-11-22,50.7600,51.2600,50.6400,51.0900,262463
2019-11-21,51.0600,51.0600,50.0800,50.6700,356230
2019-11-20,51.0400,51.2600,50.3000,50.7500,401044
2019-11-19,51.1500,51.7700,50.6800,51.2200,259487
2019-11-18,51.5700,51.5700,50.7500,51.1300,304792
2019-11-15,51.7400,52.0100,51.0900,51.7600,257627
2019-11-14,51.2800,52.0300,51.0200,51.3600,233791
2019-11-13,50.8800,51.7700,50.6900,51.3200,389434
2019-11-12,51.1600,51.7800,51.1600,51.3600,151188
2019-11-11,50.6200,51.4400,50.4100,51.2400,180652
2019-11-08,50.9600,51.2900,50.6400,51.0400,263811
2019-11-07,52.1800,52.6400,50.9200,50.9200,467286
2019-11-06,52.4800,52.5700,51.4500,51.8300,441647
2019-11-05,52.4400,53.1300,52.0900,52.5100,323026
2019-11-04,51.2700,52.4500,50.8400,52.1500,520666
2019-11-01,49.1400,50.7000,49.1400,50.6900,367050
2019-10-31,49.0900,49.2600,48.3600,48.7200,198083
2019-10-30,48.9400,49.3900,48.2500,49.1400,293430
2019-10-29,50.2000,51.0000,48.4900,48.7900,495845
2019-10-28,48.9600,50.3900,48.9600,50.1600,442670
2019-10-25,48.3300,48.9700,48.0700,48.6700,282883
2019-10-24,48.7500,49.5200,48.3300,48.6300,442416
2019-10-23,47.2400,48.7200,47.0400,48.6300,240525
2019-10-22,47.5600,47.6000,46.7300,47.2100,273367
2019-10-21,47.7700,48.0100,46.8500,47.7800,251725
2019-10-18,46.5800,47.3500,46.4300,47.3000,222627
2019-10-17,46.9700,47.2600,46.0600,46.8800,223465
2019-10-16,45.4500,47.0100,45.3300,46.6100,342050
2019-10-15,43.9900,45.6200,43.8500,45.0800,671159
2019-10-14,44.0000,44.0300,43.3000,43.6600,155537
2019-10-11,43.9400,45.1400,43.7100,44.0800,428172
2019-10-10,42.9200,43.6100,42.6100,43.2300,272055
2019-10-09,42.9700,42.9700,42.4700,42.7600,291270
2019-10-08,43.1900,43.1900,42.4100,42.6300,281040
2019-10-07,43.9100,44.3700,43.5100,43.5900,222156
2019-10-04,44.2500,44.2700,43.4700,44.1000,201245
2019-10-03,44.6200,44.7100,43.6400,44.4300,226457
2019-10-02,45.4800,45.7000,44.5400,44.6200,265126
2019-10-01,47.2800,47.9500,45.6800,45.8500,245650
2019-09-30,46.4200,47.4300,46.3900,47.2800,250965
2019-09-27,46.0800,46.7400,45.8900,46.2700,299588
2019-09-26,46.5500,46.6900,45.3900,46.1000,248049
2019-09-25,46.5200,47.0700,46.2600,46.6600,149547
2019-09-24,47.2600,47.7700,45.9700,46.4500,233383
2019-09-23,45.6100,46.8800,45.6000,46.6600,243744
2019-09-20,46.0300,46.6500,45.7400,45.8000,481038
2019-09-19,46.0700,46.2500,45.6900,45.9200,329570
2019-09-18,46.6000,46.6700,45.5000,46.0000,278613
2019-09-17,46.4400,46.8700,46.0100,46.6000,254636
2019-09-16,47.9600,48.1300,46.7700,46.8500,362743
2019-09-13,47.8400,48.5500,47.6300,47.9600,366672
2019-09-12,48.5400,48.7200,47.4100,47.6900,358532
2019-09-11,48.6400,49.2800,47.6000,48.4300,385608
2019-09-10,46.3700,48.7500,46.1400,48.7300,622852
2019-09-09,44.5700,46.5200,44.5700,46.5000,446124
2019-09-06,44.6100,44.8800,44.2100,44.2400,250841
2019-09-05,43.1900,44.7500,43.0500,44.5000,296749
2019-09-04,42.3400,42.5500,41.8200,42.5500,238925
2019-09-03,42.3800,42.3800,41.5900,41.8400,335836
2019-08-30,43.0900,43.2800,42.5300,42.7800,207396
2019-08-29,42.9900,43.4200,42.5900,42.9100,365952
2019-08-28,41.7200,42.7600,41.7200,42.6500,441477
2019-08-27,42.8100,42.9800,41.8500,41.9300,355753
2019-08-26,42.0900,42.8300,41.8200,42.3900,322657
2019-08-23,42.5300,43.0900,41.6700,41.8200,395303
2019-08-22,42.8900,43.1400,42.7100,42.8400,319173
2019-08-21,43.0300,43.0900,42.4200,42.7300,280749
2019-08-20,42.6400,43.0300,42.3300,42.6300,286318
2019-08-19,43.3400,43.6000,42.6700,42.7800,276896
2019-08-16,42.0000,43.2200,42.0000,42.8700,264587
2019-08-15,42.8300,42.8300,41.2600,41.7500,580178
2019-08-14,43.4800,43.5600,42.7200,42.7600,455267
2019-08-13,43.3000,44.9100,42.8200,44.1900,339878
2019-08-12,44.3000,44.6900,43.3200,43.6600,451900
2019-08-09,44.5600,44.6700,44.0400,44.1200,261021
2019-08-08,44.0800,44.8700,43.9800,44.7000,244560
2019-08-07,44.3300,44.5200,43.7000,44.1500,281844
2019-08-06,44.9000,45.1500,44.2600,44.8700,284949
2019-08-05,44.2200,44.9300,43.8300,44.5900,384374
2019-08-02,44.8900,45.5900,44.7300,45.3700,328051
2019-08-01,45.7000,46.3500,44.2500,44.8200,407935
2019-07-31,45.1900,46.6400,45.1900,45.9700,412694
2019-07-30,44.8700,46.5100,44.3800,45.1200,744920
2019-07-29,46.5300,47.0600,46.1800,46.8600,372083
2019-07-26,46.6500,46.9200,45.7700,46.5000,451056
2019-07-25,47.9600,48.4200,46.6700,46.7300,407081
2019-07-24,46.5100,48.2800,46.5100,48.1400,388960
2019-07-23,45.0500,47.1300,45.0000,46.5500,520466
2019-07-22,44.1900,45.0900,44.1000,44.5000,478390
2019-07-19,44.4900,44.8600,44.1000,44.1100,250973
2019-07-18,44.6700,44.9700,44.1700,44.2800,392103
2019-07-17,45.0300,45.1500,44.5100,44.7500,339295
2019-07-16,45.1500,45.6400,44.4900,45.0300,411245
2019-07-15,45.8700,46.0600,45.1000,45.4800,231143
2019-07-12,46.6700,47.1100,45.6800,45.8900,396533
2019-07-11,46.4000,46.7600,46.2100,46.5800,164423
2019-07-10,46.7700,46.9100,46.2600,46.3400,309872
2019-07-09,47.0700,47.3300,46.6200,46.8300,238307
2019-07-08,47.9000,48.1100,47.0000,47.0100,300931
2019-07-05,47.9700,48.5000,47.7700,47.9300,161875
2019-07-03,47.8400,48.3100,47.3600,48.1900,155974
2019-07-02,47.9500,47.9500,47.3600,47.7500,230732
2019-07-01,47.9000,48.4500,47.4700,48.0000,335624
2019-06-28,47.7200,48.2800,47.3000,47.3000,391711
2019-06-27,46.6100,47.7200,46.5000,47.6200,222524
2019-06-26,45.9900,46.5400,45.9800,46.3700,337721
2019-06-25,46.2600,46.3800,45.8500,45.9900,184325
2019-06-24,47.0000,47.0900,46.1100,46.1600,223628
2019-06-21,47.2300,47.8600,46.4400,47.1300,481365
2019-06-20,46.3700,46.7800,46.0300,46.7200,210203
2019-06-19,46.8000,46.8000,45.8900,45.9300,228517
2019-06-18,46.0700,46.9700,45.9800,46.8400,318749
2019-06-17,45.7300,46.3700,45.4000,46.0300,206062
2019-06-14,45.6700,45.9100,45.2000,45.7900,206407
2019-06-13,44.6500,45.6800,44.6000,45.6400,202464
2019-06-12,45.1400,45.1900,43.6000,44.5800,355220
2019-06-11,45.2200,45.8500,45.1400,45.2400,317014
2019-06-10,44.9100,45.4500,44.5700,44.9200,157740
2019-06-07,44.5600,44.9700,44.4100,44.6600,159860
2019-06-06,44.5600,44.7000,43.7700,44.4000,281716
2019-06-05,46.0500,46.0500,44.4500,44.7000,277686
2019-06-04,44.8500,46.3200,44.8500,45.9700,368430
2019-06-03,42.7600,44.5700,42.7600,44.4000,296765
2019-05-31,43.6300,43.6300,42.5400,42.7200,478693
2019-05-30,43.8600,44.3900,43.7500,44.1800,307611
2019-05-29,43.4100,43.8500,42.5900,43.7600,417728
2019-05-28,44.2500,44.5000,43.5900,43.7800,274565
2019-05-24,43.9500,44.5200,43.7500,44.1700,370613
2019-05-23,43.5900,43.8100,43.1200,43.7600,552695
2019-05-22,44.3800,44.3800,43.5400,43.9000,418372
2019-05-21,44.0500,44.5900,43.8100,44.4400,228559
2019-05-20,43.8500,44.6300,43.7700,43.9400,282818
2019-05-17,44.6000,44.8500,44.0800,44.1500,325458
2019-05-16,45.0000,45.4100,44.8600,45.2000,242240
2019-05-15,44.4500,44.9200,44.1000,44.8300,306408
2019-05-14,45.0100,45.0100,44.5400,44.7900,273897
2019-05-13,45.1700,45.2500,44.5700,44.7900,469999
2019-05-10,45.8900,46.1800,45.4800,45.9700,423684
2019-05-09,45.4300,46.2400,45.0200,46.0700,366948
2019-05-08,46.0200,46.2900,45.6400,45.7700,350157
2019-05-07,46.0000,46.2400,45.5900,46.0800,352193
2019-05-06,45.7000,46.6300,45.5000,46.3400,309663
2019-05-03,45.7200,46.1500,45.5600,46.1300,429274
2019-05-02,45.2000,45.7800,44.8600,45.5300,557538
2019-05-01,46.0600,46.0700,45.3600,45.3600,424275
2019-04-30,46.3900,46.4900,45.7800,45.9200,342660
2019-04-29,46.4900,46.8500,46.0500,46.2200,456890
2019-04-26,46.0700,46.9400,45.8100,46.6300,539279
2019-04-25,44.8000,46.5800,44.0200,46.1700,852150
2019-04-24,45.5800,46.8500,45.2300,46.0800,663961
2019-04-23,44.6500,45.7300,44.4400,45.4900,372686
2019-04-22,45.9000,46.1200,44.5100,44.6100,323815
2019-04-18,45.8000,45.9800,45.2100,45.8900,309880
2019-04-17,46.6200,46.8800,45.6400,45.7400,429292
2019-04-16,45.6300,46.6200,45.4900,46.6000,348864
2019-04-15,45.9100,45.9800,45.4000,45.6600,419080
2019-04-12,45.5100,46.2000,45.4900,45.9900,462244
2019-04-11,45.6100,45.6600,44.9400,45.2000,393673
2019-04-10,44.7000,45.5600,44.1900,45.5000,280982
2019-04-09,44.9400,45.0400,44.5500,44.7000,290041
2019-04-08,44.3200,45.4100,44.1900,45.1200,337990
2019-04-05,45.6100,45.7600,44.3000,44.4200,627529
2019-04-04,45.3300,45.9700,45.3000,45.7400,373875
2019-04-03,45.2900,45.9200,45.0100,45.3900,633325
2019-04-02,44.8100,45.2900,44.6000,45.0600,424425
2019-04-01,45.0000,45.2900,44.5400,44.7300,538609
2019-03-29,44.5400,44.9400,44.2200,44.6500,471644
2019-03-28,44.1300,44.8700,43.7800,44.1800,539953
2019-03-27,43.2500,44.0600,43.1100,43.9500,322703
2019-03-26,42.8200,43.4200,42.5100,43.2600,465498
2019-03-25,42.5900,43.1500,42.1200,42.6300,453463
2019-03-22,43.5400,43.5400,42.5500,42.5900,433747
2019-03-21,42.5200,43.6100,42.2900,43.6000,328617
2019-03-20,42.9400,43.1400,42.2500,42.6200,294763
2019-03-19,43.6000,43.7300,42.8900,43.0100,444812
2019-03-18,43.0500,43.4300,42.6700,43.3500,386542
2019-03-15,42.6300,43.2000,42.5000,42.8700,1362290
2019-03-14,42.2200,42.7700,42.1700,42.6300,467496
2019-03-13,42.4700,42.9800,42.3700,42.3900,420380
2019-03-12,42.3300,42.6100,42.0600,42.3800,398194
2019-03-11,42.2400,42.5100,41.5900,42.2400,610668
2019-03-08,41.9000,42.2200,41.6300,42.0500,442809
2019-03-07,43.1200,43.1200,41.9900,42.2500,657869
2019-03-06,43.8200,44.1800,42.9500,43.2800,661697
2019-03-05,43.3300,44.1600,42.7500,43.7800,459032
2019-03-04,44.2100,44.2700,43.2200,43.3500,395900
2019-03-01,44.7200,45.3800,43.6500,44.1900,592952
2019-02-28,44.1500,44.6300,43.7200,44.4400,508184
2019-02-27,44.1700,44.6900,43.9700,44.1800,559781
2019-02-26,43.6600,44.4100,43.1600,44.0900,620754
2019-02-25,43.8800,44.2000,43.4800,43.5200,447494
2019-02-22,43.7300,44.0900,43.5200,43.7400,263598
2019-02-21,44.6900,44.7452,43.6700,43.7300,269259
2019-02-20,43.7400,44.8400,43.7400,44.6100,590309
2019-02-19,43.6200,44.1100,43.2300,43.8200,414597
2019-02-15,43.5200,44.4500,43.3900,44.1500,644556
2019-02-14,42.9300,43.6000,42.5100,43.2700,515830
2019-02-13,44.0700,44.5100,42.8900,43.1900,679835
2019-02-12,42.0700,43.5900,42.0700,43.5500,530975
2019-02-11,41.9000,42.5600,41.7300,41.9700,738346
2019-02-08,43.2000,44.1900,41.8900,42.0500,976671
2019-02-07,47.2000,47.4900,43.0900,43.8700,1117170
2019-02-06,48.1300,48.5500,47.5400,47.6400,479464
2019-02-05,47.6000,48.1600,47.4200,48.1300,530758
2019-02-04,47.4700,47.8000,46.9200,47.6400,422286
2019-02-01,46.9600,47.5600,46.9000,47.4400,627196
2019-01-31,46.4500,47.0600,46.0100,46.8800,350982
2019-01-30,46.2800,46.7000,45.8500,46.5900,303201
2019-01-29,46.4800,46.7700,46.0800,46.1800,207573
2019-01-28,46.2000,46.6000,45.6800,46.4900,344170
2019-01-25,46.3800,46.6300,45.9900,46.5800,396824
2019-01-24,45.8900,46.2100,45.5700,45.9900,269562
2019-01-23,46.8000,47.1100,45.6100,45.8300,434026
2019-01-22,47.2300,47.4800,46.0450,46.6600,499845
2019-01-18,46.7800,47.5700,46.6200,47.5300,387003
2019-01-17,45.7400,46.9100,45.5200,46.5500,390468
2019-01-16,45.0700,46.3100,44.8600,45.8700,315251
2019-01-15,45.4700,45.5100,44.6300,45.3000,295966
2019-01-14,45.2200,46.0700,45.1500,45.5600,481367
2019-01-11,45.1700,45.9400,44.9700,45.6100,401918
2019-01-10,45.1400,45.3800,44.1300,45.1200,287581
2019-01-09,45.1400,45.7600,44.9000,45.4200,570901
2019-01-08,44.7300,45.0000,44.1300,44.7700,540959
2019-01-07,43.1400,44.2600,42.8100,43.9300,509291
2019-01-04,41.8800,43.0000,41.5700,42.8200,633029
2019-01-03,40.8500,41.6200,40.6100,41.4500,474335
2019-01-02,39.9500,41.1700,39.9300,41.0300,528725
2018-12-31,39.9100,40.4140,39.4500,40.3200,351458
2018-12-28,40.1400,40.7200,39.5400,39.9700,308250
2018-12-27,39.6000,40.0500,38.9500,40.0500,337419
2018-12-26,39.0600,40.0000,38.5500,39.9800,334334
2018-12-24,38.9000,39.5300,38.5300,38.9700,227888
2018-12-21,39.5600,40.7200,39.0300,39.0700,683723
2018-12-20,38.7200,39.6200,38.5900,39.4600,593021
2018-12-19,39.5500,40.3900,38.8000,38.8300,366895
2018-12-18,40.0000,40.6600,39.3800,39.5500,332196
2018-12-17,38.6300,40.1600,38.5600,39.6300,546839
2018-12-14,38.6900,39.5800,38.4900,38.8600,280963
2018-12-13,39.4700,39.8900,38.7600,38.7700,377717
2018-12-12,39.4700,40.4400,39.4700,39.5500,440501
2018-12-11,39.9500,40.5500,38.9300,39.2200,426911
2018-12-10,40.1800,40.3700,38.6800,39.4200,554273
2018-12-07,41.8500,42.3300,40.1400,40.3700,357832
2018-12-06,41.6500,42.0300,40.8200,41.9200,506916
2018-12-04,43.7400,44.0200,41.5200,42.1000,489248
2018-12-03,44.0900,44.3900,43.6700,43.8000,397119
2018-11-30,43.2800,43.6900,43.1400,43.6000,310762
2018-11-29,44.5700,44.6500,43.3500,43.3800,317067
2018-11-28,44.2200,44.7500,43.1500,44.7100,397585
2018-11-27,44.4000,44.9900,44.0500,44.2700,284028
2018-11-26,44.5100,45.1500,44.0200,44.6500,370146
2018-11-23,43.0200,44.5300,43.0200,44.1700,181862
2018-11-21,42.4800,43.8600,42.4800,43.2200,499324
2018-11-20,42.6200,43.6300,42.2000,42.3100,486362
2018-11-19,43.0500,43.7400,42.9300,43.0400,355545
2018-11-16,43.2500,43.2500,42.5200,42.9500,383049
2018-11-15,43.6800,43.7800,42.5000,43.6000,552116
2018-11-14,44.0600,44.7000,43.9300,44.0700,392340
2018-11-13,44.1100,44.7400,43.6900,43.7300,232098
2018-11-12,44.1300,44.7300,43.8800,43.9900,300200
2018-11-09,44.7800,45.1100,43.7200,44.1200,244243
2018-11-08,44.5100,45.2500,44.4100,44.9700,198376
2018-11-07,45.0800,45.5500,44.0600,45.0700,356508
2018-11-06,44.4600,44.9000,44.2100,44.8900,304411
2018-11-05,45.1700,45.3000,44.1200,44.5100,374430
2018-11-02,45.9400,46.2200,44.9300,45.1700,360869
2018-11-01,44.6100,45.7500,44.3700,45.5100,382886
2018-10-31,45.7200,46.0000,44.1300,44.3800,570929
2018-10-30,45.1900,45.7500,44.8300,45.2000,668936
2018-10-29,46.5300,47.0700,44.6500,45.1700,674548
2018-10-26,45.3200,46.4200,44.8800,45.7600,610160
2018-10-25,45.2600,47.8800,44.4100,45.9800,1040381
2018-10-24,45.5900,46.9600,45.5900,46.1400,1147074
2018-10-23,42.9400,45.9600,42.9400,45.6000,1025844
2018-10-22,43.2200,44.0000,43.1000,43.6100,442801
2018-10-19,42.7200,43.2300,42.5000,43.0900,397020
2018-10-18,43.9900,44.1800,42.6300,42.7100,430107
2018-10-17,44.7800,44.8800,43.5100,44.0800,551665
2018-10-16,44.3100,45.0500,43.5500,44.9700,313229
2018-10-15,43.8600,44.3200,43.6700,43.9100,371259
2018-10-12,44.6600,44.7500,42.6000,43.8100,689844
2018-10-11,44.5600,45.1800,43.8400,43.9800,491811
2018-10-10,45.4800,45.7400,44.5200,44.5600,335727
2018-10-09,45.7300,45.9300,45.3600,45.5400,395893
2018-10-08,45.3800,45.9600,45.1200,45.8300,338398
2018-10-05,46.1300,46.6600,45.1400,45.5100,323109
2018-10-04,46.6600,46.9000,45.8200,46.1600,463931
2018-10-03,47.6700,47.7000,46.7100,46.9000,511676
2018-10-02,47.5900,47.8600,47.1700,47.4100,479078
2018-10-01,47.8200,48.5800,47.3700,47.7700,410451
2018-09-28,48.1500,48.2000,47.3400,47.3900,432920
2018-09-27,48.8900,49.0500,48.1100,48.2400,354009
2018-09-26,49.1100,49.2100,48.6200,48.7300,566423
2018-09-25,49.7500,49.8100,48.6000,48.9500,631875
2018-09-24,50.2500,50.3800,49.1700,49.5800,416542
2018-09-21,51.3800,51.4400,50.0200,50.3500,933563
2018-09-20,51.7700,52.5600,51.6700,52.4600,389555
2018-09-19,51.7700,52.3000,51.5500,51.6200,311073
2018-09-18,51.7900,52.5100,51.5000,51.7000,499938
2018-09-17,53.3400,53.6300,51.9300,51.9500,224997
2018-09-14,52.6800,53.4300,52.3600,53.3400,207083
2018-09-13,52.3500,52.6200,52.1000,52.5400,183313
2018-09-12,52.1400,52.3700,51.8000,52.1800,299567
2018-09-11,52.0000,52.3400,51.7000,52.2000,224837
2018-09-10,52.1400,52.7800,51.8500,52.0700,263932
2018-09-07,51.8300,52.4000,51.1500,51.6400,216842
2018-09-06,52.6300,52.7400,51.9300,51.9900,164981
2018-09-05,52.7300,53.1800,52.3800,52.5800,222610
2018-09-04,52.6300,53.0500,52.1800,52.8700,329458
2018-08-31,52.4300,52.7400,52.3600,52.6300,260561
2018-08-30,53.0600,53.1400,52.4400,52.5600,218265
2018-08-29,53.5800,53.6900,53.0000,53.2200,222697
2018-08-28,53.4600,53.8400,53.0700,53.6100,257280
2018-08-27,52.7000,53.4400,52.5600,53.2400,290011
2018-08-24,52.6600,52.9700,51.9500,52.3300,415297
2018-08-23,52.5000,52.5500,51.4700,51.9700,383859
2018-08-22,53.2200,53.3800,52.4300,52.5000,380206
2018-08-21,52.6800,53.2100,52.5700,53.0400,332195
2018-08-20,51.9800,52.5600,51.9700,52.4100,261995
2018-08-17,51.2500,52.2300,51.0200,51.8900,231130
2018-08-16,51.3600,51.8100,51.1000,51.2400,225987
2018-08-15,50.9000,51.0900,50.1900,50.9500,258354
2018-08-14,50.3900,51.1700,50.3900,51.0700,242885
2018-08-13,50.6300,50.6800,49.8000,50.1800,246390
2018-08-10,50.7300,50.9600,50.2300,50.5600,164675
2018-08-09,51.5400,51.7900,51.0700,51.1900,359413
2018-08-08,52.4400,52.4400,51.6000,51.8100,301237
2018-08-07,52.5500,53.1400,52.3900,52.5300,285239
2018-08-06,51.5600,52.6700,51.3500,52.2400,255379
2018-08-03,51.1800,51.6700,51.1400,51.4800,277455
2018-08-02,51.1000,51.7600,50.8100,50.9300,424610
2018-08-01,52.1500,52.5000,50.8500,51.3400,538647
2018-07-31,51.9300,52.3900,51.7500,52.2000,725958
2018-07-30,51.1900,52.0800,51.0000,51.8500,609013
2018-07-27,50.6400,51.4500,50.6400,50.9900,484015
2018-07-26,49.8100,52.4600,49.2300,50.3600,1018002
2018-07-25,47.8100,48.4400,47.0900,48.2700,807598
2018-07-24,49.6300,50.0000,48.3200,48.5200,555896
2018-07-23,48.8900,49.3500,48.6600,49.2200,194842
2018-07-20,49.2700,49.3400,48.7000,48.9000,266774
2018-07-19,48.9800,49.5700,48.8400,49.3300,373364
2018-07-18,48.2400,49.0200,46.6200,48.9700,789404
2018-07-17,48.6100,49.3200,48.5500,49.2100,520550
2018-07-16,48.8200,49.3300,48.3200,48.7100,358346
2018-07-13,48.6000,49.3000,48.3900,48.6800,281854
2018-07-12,48.8800,48.8800,47.4600,48.3700,551366
2018-07-11,49.1200,49.1200,48.1800,48.6200,293981
2018-07-10,50.7500,50.9700,48.7800,49.4400,395324
2018-07-09,49.8700,50.6300,49.7700,50.3900,299160
2018-07-06,49.1500,49.8400,48.8800,49.6000,269484
2018-07-05,48.3400,49.3600,48.3400,49.2400,703216
2018-07-03,47.4200,48.1700,47.2100,47.4500,169527
2018-07-02,46.6200,47.3000,46.3200,47.2300,221349
2018-06-29,48.0300,48.2000,46.8200,46.8500,265589
2018-06-28,47.5400,47.9200,47.0300,47.7100,296574
2018-06-27,48.5500,48.6800,47.6200,47.6300,398234
2018-06-26,48.4100,48.5800,48.0100,48.5300,317214
2018-06-25,49.9700,49.9700,47.8000,48.4200,683270
2018-06-22,51.6000,51.8400,49.9100,50.1900,687715
2018-06-21,51.2600,51.3700,50.6300,50.8800,261519
2018-06-20,51.5600,51.8500,50.9800,51.4100,156794
2018-06-19,50.5500,51.3400,50.5400,51.1200,206373
2018-06-18,50.2400,51.3200,50.2400,50.9900,288859
2018-06-15,50.2500,50.9600,50.1200,50.6800,290410
2018-06-14,50.3000,50.6000,50.0300,50.4100,215424
2018-06-13,50.8300,50.8300,49.9800,50.1600,280975
2018-06-12,51.4100,51.4100,50.6600,50.8000,237879
2018-06-11,50.9100,51.3800,50.8000,50.9000,256609
2018-06-08,50.1700,50.8800,49.9800,50.7700,371632
2018-06-07,50.7400,51.7400,49.9900,50.2200,385216
2018-06-06,50.2100,50.7600,49.7700,50.5900,225858
2018-06-05,48.8800,50.0200,48.7000,49.9200,454435
2018-06-04,48.7200,49.1800,48.6500,48.9600,207099
2018-06-01,48.3500,49.3800,48.2800,48.6000,259793
2018-05-31,48.6300,48.6400,47.9800,48.1500,247617
2018-05-30,48.3700,48.9209,48.1000,48.4300,319298
2018-05-29,47.8200,48.3800,47.5900,47.9800,297525
2018-05-25,48.0300,48.5100,48.0100,48.2600,152117
2018-05-24,47.7500,48.3850,47.5300,48.2800,357948
2018-05-23,47.7100,48.5000,47.5500,47.8800,252166
2018-05-22,49.0400,49.3000,47.7400,47.8000,278772
2018-05-21,48.3000,48.5300,48.0700,48.4700,195384
2018-05-18,48.4000,48.5500,47.6200,48.0000,242878
2018-05-17,48.4900,49.6800,48.3900,48.6300,451152
2018-05-16,47.8000,48.9300,47.7800,48.4900,482805
2018-05-15,47.3000,47.7400,47.0200,47.5800,350218
2018-05-14,47.2300,47.8200,47.1300,47.4900,249027
2018-05-11,46.7100,47.1700,46.3400,47.1000,155318
2018-05-10,46.6200,47.0000,46.1700,46.8000,358782
2018-05-09,47.0300,47.3100,45.8200,46.4500,311472
2018-05-08,46.9200,47.5900,46.6900,46.8800,297230
2018-05-07,46.8500,47.2400,46.2300,46.9700,288437
2018-05-04,46.0800,47.1400,45.9900,46.8400,346894
2018-05-03,46.2500,46.7300,45.8900,46.2800,494171
2018-05-02,45.7800,46.8300,45.4400,46.4700,432785
2018-05-01,44.9400,46.0500,44.2200,45.8900,338727
2018-04-30,46.0200,46.1100,45.0100,45.1000,482008
2018-04-27,45.7000,46.2100,45.5800,45.9000,512193
2018-04-26,47.3300,47.6400,45.2000,45.6700,575536
2018-04-25,45.4300,46.7800,44.1100,46.4000,932820
2018-04-24,45.2600,45.8300,44.4200,44.5600,514659
2018-04-23,44.0300,44.9600,43.9000,44.9600,448888
2018-04-20,44.2300,44.3600,43.4600,43.9000,448202
2018-04-19,44.7200,45.2000,43.7500,44.1600,496671
2018-04-18,44.7000,45.4500,44.6700,44.7200,268528
2018-04-17,44.8400,44.8700,44.2100,44.5300,266334
2018-04-16,43.4900,44.4900,43.0800,44.1500,259445
2018-04-13,43.6200,43.6200,42.8500,43.2000,298419
2018-04-12,43.3200,43.5300,43.0200,43.3300,174872
2018-04-11,43.8300,44.0200,42.8800,43.1200,438393
2018-04-10,43.4200,44.5600,43.1500,44.3300,461969
2018-04-09,43.2600,43.5200,42.7100,42.7300,346686
2018-04-06,43.8900,44.2200,42.5300,42.9900,272314
2018-04-05,44.2500,44.2700,43.4600,44.1700,707974
2018-04-04,42.3900,44.1300,42.2900,43.9900,653491
2018-04-03,42.4400,43.6500,42.4400,43.3900,767252
2018-04-02,44.0100,44.3200,41.7400,42.1500,466110
2018-03-29,43.2700,44.5000,43.2700,44.3300,521384
2018-03-28,42.7500,43.7800,42.5300,43.0500,651346
2018-03-27,44.3100,44.3600,42.4300,42.6000,695093
2018-03-26,43.8400,44.4300,43.6700,44.1300,734139
2018-03-23,43.8200,44.1400,43.0300,43.0400,342090
2018-03-22,44.1700,44.7200,43.5800,43.5900,413674
2018-03-21,44.3500,45.2400,44.3400,44.6100,429343
2018-03-20,45.0700,45.0700,43.1600,44.2700,803719
2018-03-19,45.9900,46.4300,45.0500,45.5000,480196
2018-03-16,45.7100,47.0800,45.6900,46.1300,517724
2018-03-15,47.0200,47.0600,45.6900,45.8000,628960
2018-03-14,47.8500,47.8500,46.8400,46.9300,398091
2018-03-13,47.2500,47.6900,46.7400,46.9100,335820
2018-03-12,47.4800,47.8000,46.9000,46.9800,257479
2018-03-09,46.4000,47.6300,46.1700,47.4400,345053
2018-03-08,46.7000,46.8700,45.8400,45.9900,260513
2018-03-07,46.3500,47.0100,45.9600,46.4300,299030
2018-03-06,46.1800,47.0700,45.6900,46.9100,437772
2018-03-05,44.7000,46.0300,44.4100,45.8900,360538
2018-03-02,44.4200,45.2700,43.7500,45.0800,366932
2018-03-01,45.7000,46.3300,44.8400,45.0300,527320
2018-02-28,47.3100,47.5700,45.7700,45.8000,452250
2018-02-27,48.2000,48.6600,47.2000,47.3100,671287
2018-02-26,47.9500,48.1200,47.3600,48.0400,522826
2018-02-23,47.0200,47.7600,46.8800,47.6900,396742
2018-02-22,47.4800,47.8000,46.7000,46.8100,506117
2018-02-21,47.5800,48.2300,47.1700,47.3500,669815
2018-02-20,47.8800,48.3200,47.0800,47.1500,461102
2018-02-16,47.9000,48.8200,47.8500,48.1300,379106
2018-02-15,48.5500,48.9200,47.3000,48.0000,518146
2018-02-14,47.5600,48.8100,47.4800,48.3100,622230
2018-02-13,49.1400,49.2600,47.8400,48.0700,464366
2018-02-12,48.8500,49.6200,48.1300,49.1800,416337
