,IGT_open,IGT_high,IGT_low,IGT_close,IGT_volume
2019-11-20,15.5500,15.7000,15.3300,15.4000,1211847
2019-11-19,15.3900,15.6400,15.2700,15.6100,1464291
2019-11-18,15.6100,15.8400,15.2800,15.3200,1958599
2019-11-15,15.8000,15.8800,15.1400,15.5900,3359232
2019-11-14,13.7300,16.2500,13.7300,15.9300,13612664
2019-11-13,13.0200,13.2000,12.8800,12.9000,2546993
2019-11-12,13.4800,13.5100,13.0300,13.1200,3149832
2019-11-11,13.4300,13.6900,13.1900,13.4900,1702349
2019-11-08,13.4600,13.6800,13.2600,13.5500,1426888
2019-11-07,13.4900,13.7300,13.2800,13.4700,1662496
2019-11-06,14.3000,14.3000,13.3000,13.3200,2627873
2019-11-05,14.1400,14.4000,13.9700,14.2900,2719932
2019-11-04,13.7800,14.2300,13.7600,14.1200,1955334
2019-11-01,13.3700,13.6200,13.3100,13.6100,1380426
2019-10-31,13.3400,13.4000,13.0000,13.2400,960598
2019-10-30,13.4600,13.5100,13.0800,13.4800,1196782
2019-10-29,13.4100,13.6200,13.3200,13.4700,1031531
2019-10-28,13.3900,13.6700,13.3900,13.4400,1039565
2019-10-25,13.1900,13.4100,13.1800,13.3100,1671460
2019-10-24,13.5500,13.6200,13.0600,13.3100,1575132
2019-10-23,14.0900,14.1500,13.5000,13.5300,1821988
2019-10-22,13.7900,14.3600,13.7100,14.1100,3519024
2019-10-21,13.2300,13.8600,13.1700,13.7700,3066039
2019-10-18,13.3900,13.6700,13.0100,13.1300,3617465
2019-10-17,14.4700,14.7900,13.2900,13.4000,5479123
2019-10-16,14.0100,14.3800,14.0100,14.3600,1866419
2019-10-15,13.9700,14.0400,13.0000,14.0300,3866247
2019-10-14,14.0400,14.2000,13.8700,14.0200,1495508
2019-10-11,13.8200,14.3700,13.8100,14.1400,1499820
2019-10-10,13.5800,13.8400,13.4800,13.5700,3582497
2019-10-09,13.6800,13.7300,13.4000,13.5900,1136612
2019-10-08,13.8500,13.9300,13.4500,13.5700,2407891
2019-10-07,13.8200,14.1000,13.7600,13.9900,1764350
2019-10-04,14.0500,14.1200,13.8200,13.9000,898704
2019-10-03,14.0200,14.1900,13.8300,14.0500,1276560
2019-10-02,13.8000,14.1600,13.6900,14.0800,1293144
2019-10-01,14.2500,14.7200,13.8100,13.9000,2823859
2019-09-30,14.1200,14.3100,13.9100,14.2100,1658108
2019-09-27,14.3000,14.6000,14.0700,14.1100,2952603
2019-09-26,13.9600,14.2800,13.8700,14.1800,2756769
2019-09-25,14.2500,14.3100,14.0300,14.1500,1137368
2019-09-24,14.6000,14.7200,14.2400,14.3200,1576000
2019-09-23,14.1800,14.5900,14.1600,14.5200,1688357
2019-09-20,14.3400,14.5100,14.2100,14.3400,1522564
2019-09-19,14.5200,14.6700,14.2400,14.3200,1319112
2019-09-18,14.4300,14.6800,14.2400,14.5200,3539426
2019-09-17,13.9800,14.5400,13.6600,14.4900,3802871
2019-09-16,14.5500,14.6000,13.9100,14.1300,5589216
2019-09-13,13.8700,14.8800,13.8500,14.7900,6522823
2019-09-12,13.8200,14.0300,13.4800,13.8100,1718194
2019-09-11,13.8500,14.1000,13.6300,13.8400,1959051
2019-09-10,13.6200,13.9800,13.4100,13.8900,2067463
2019-09-09,12.9700,13.7400,12.9700,13.6600,2731569
2019-09-06,13.0000,13.1200,12.7500,12.9200,3278675
2019-09-05,12.2500,12.9900,12.2100,12.9500,2278892
2019-09-04,11.6000,12.1800,11.5900,12.1100,3384685
2019-09-03,11.8500,11.8500,11.3900,11.4300,1996994
2019-08-30,12.0600,12.2300,11.8800,11.9800,1011501
2019-08-29,12.0200,12.2500,11.8800,11.9900,2055875
2019-08-28,11.6100,11.9900,11.5000,11.8500,1758723
2019-08-27,12.2100,12.2400,11.6600,11.6900,962191
2019-08-26,12.1400,12.1800,11.8500,12.1400,1218518
2019-08-23,12.3700,12.5100,11.9900,11.9900,1048507
2019-08-22,12.5000,12.6300,12.3700,12.5400,847933
2019-08-21,12.4000,12.4800,12.3100,12.4700,1090854
2019-08-20,12.0800,12.3300,11.9300,12.3000,1223182
2019-08-19,11.8200,12.2500,11.7200,12.1600,3748249
2019-08-16,11.4100,11.8100,11.3800,11.6800,1485243
2019-08-15,11.8000,12.0900,11.3200,11.3700,4461280
2019-08-14,12.7300,12.8000,11.7700,11.7700,6607742
2019-08-13,13.1400,13.4200,13.0000,13.0600,2277355
2019-08-12,13.1300,13.2600,13.0000,13.1900,2459433
2019-08-09,13.1200,13.2200,12.8100,13.2000,1975925
2019-08-08,13.2100,13.3600,13.0300,13.2000,4924515
2019-08-07,13.5900,13.6800,13.1400,13.1700,2442162
2019-08-06,13.8600,14.0000,13.4200,13.7800,2138311
2019-08-05,13.6600,13.9600,13.3100,13.7000,2811159
2019-08-02,13.8600,14.1700,13.5700,14.1300,2801198
2019-08-01,14.6500,14.6500,13.3800,14.1200,6921211
2019-07-31,13.8600,13.9000,13.2200,13.3500,3416608
2019-07-30,13.7500,13.9200,13.5200,13.9200,1431362
2019-07-29,13.8400,13.9300,13.6800,13.8600,2152977
2019-07-26,13.4500,14.0600,13.4500,13.8300,5308632
2019-07-25,13.3800,13.5700,13.2000,13.3400,1154961
2019-07-24,13.1600,13.4300,13.1400,13.4100,1259521
2019-07-23,12.9700,13.2600,12.9700,13.2000,1532851
2019-07-22,13.0600,13.1200,12.7900,12.9200,1882178
2019-07-19,13.3200,13.3600,12.9400,13.0300,1550496
2019-07-18,13.5200,13.6300,13.2500,13.2800,1198390
2019-07-17,13.8300,13.9200,13.5900,13.6400,981653
2019-07-16,13.6000,13.8500,13.4800,13.8100,1144378
2019-07-15,13.6000,13.6700,13.4800,13.5900,1966007
2019-07-12,13.4000,13.5500,13.2700,13.5200,971871
2019-07-11,13.3400,13.6300,13.3400,13.3900,2016627
2019-07-10,13.4900,13.5800,13.3300,13.3800,1415246
2019-07-09,13.3100,13.4900,13.2500,13.4100,1407427
2019-07-08,13.1900,13.5200,13.1900,13.4100,1291331
2019-07-05,13.2700,13.4000,13.1900,13.3300,1343986
2019-07-03,13.0400,13.3100,13.0300,13.2800,1213304
2019-07-02,13.0300,13.2100,12.7300,13.0200,2241792
2019-07-01,13.2000,13.4500,12.9800,13.0300,1432936
2019-06-28,12.6500,13.0600,12.6200,12.9700,2217170
2019-06-27,12.5400,12.6700,12.3400,12.6400,1098184
2019-06-26,12.3900,12.7200,12.1100,12.4700,2048930
2019-06-25,12.4300,12.5600,12.2200,12.3000,4127891
2019-06-24,13.0700,13.1800,12.4700,12.5300,1882416
2019-06-21,13.1800,13.5500,12.7700,13.1600,3959150
2019-06-20,13.4600,13.5800,13.2000,13.2400,856023
2019-06-19,13.7000,13.7600,13.2950,13.3600,1825226
2019-06-18,13.2000,13.6200,13.1900,13.6200,2603501
2019-06-17,13.1400,13.2700,12.9800,13.0800,3164190
2019-06-14,13.2100,13.2500,12.9800,13.2300,2531561
2019-06-13,13.3000,13.4900,13.0200,13.3000,1839456
2019-06-12,13.3400,13.4800,13.0100,13.2600,2196653
2019-06-11,13.4400,13.5900,13.3600,13.4700,2780576
2019-06-10,12.9500,13.3900,12.9500,13.2300,4551411
2019-06-07,12.7200,13.0000,12.6900,12.9000,3167588
2019-06-06,12.5300,12.7500,12.3100,12.6100,2989836
2019-06-05,13.5200,13.5600,12.4500,12.5000,4913418
2019-06-04,13.6100,13.6800,13.2600,13.4000,3260521
2019-06-03,13.0900,13.6800,13.0200,13.3400,3094968
2019-05-31,12.6800,13.1000,12.5700,13.0000,2008674
2019-05-30,12.8600,13.2400,12.8500,13.1000,2934770
2019-05-29,12.6200,13.0200,12.4900,12.9000,3396324
2019-05-28,13.1000,13.3200,12.7000,12.7000,3352670
2019-05-24,13.1100,13.1800,12.9200,13.0400,2604178
2019-05-23,13.2700,13.3500,12.8900,12.9800,3394669
2019-05-22,13.8200,13.9300,13.4100,13.4300,3032571
2019-05-21,13.9000,14.2500,13.8000,13.9400,4388814
2019-05-20,14.1000,14.5500,13.6300,13.8300,2937694
2019-05-17,13.8900,14.2200,13.8400,14.0800,2677391
2019-05-16,14.0100,14.1300,13.9300,14.0700,1843476
2019-05-15,13.7300,14.0200,13.5600,13.9800,2969858
2019-05-14,13.6900,14.0100,13.6500,13.8000,1877958
2019-05-13,13.6000,13.8000,13.4500,13.6400,1993034
2019-05-10,13.7800,13.9900,13.4700,13.9600,2340603
2019-05-09,13.7000,13.9000,13.3800,13.8800,1687400
2019-05-08,13.8100,14.2000,13.7600,13.9200,2382049
2019-05-07,14.2600,14.2900,13.6100,13.7500,2557893
2019-05-06,14.1200,14.5400,14.0500,14.4700,2814626
2019-05-03,14.3900,14.6500,14.3900,14.6300,1544644
2019-05-02,14.3300,14.3900,14.0800,14.3200,2052531
2019-05-01,14.7400,14.7400,14.2600,14.3600,1610994
2019-04-30,14.7900,14.8600,14.3000,14.6300,2047834
2019-04-29,14.4100,14.8700,14.4100,14.7700,5013809
2019-04-26,13.8500,14.3500,13.8500,14.3100,2473134
2019-04-25,14.2500,14.3100,13.8800,13.9000,1244189
2019-04-24,14.0800,14.2700,13.9000,14.1800,1628788
2019-04-23,14.1400,14.2500,13.7900,14.1400,2744930
2019-04-22,14.0000,14.0500,13.8300,13.9500,654055
2019-04-18,14.1800,14.2200,14.0000,14.0800,935088
2019-04-17,14.4200,14.5000,14.0800,14.1200,815406
2019-04-16,14.1700,14.3700,14.1600,14.3500,2788008
2019-04-15,14.2900,14.3500,13.9800,14.1600,1232173
2019-04-12,14.0300,14.2700,13.9900,14.2300,1998981
2019-04-11,13.9400,13.9900,13.7800,13.8900,1959755
2019-04-10,13.7300,14.0100,13.6600,13.9400,4218559
2019-04-09,13.8000,13.8500,13.5700,13.7000,2765812
2019-04-08,13.8400,13.8800,13.6000,13.8300,2815044
2019-04-05,13.8000,14.0000,13.7200,13.7800,2222700
2019-04-04,13.7700,13.9700,13.6300,13.7000,3206831
2019-04-03,13.5600,13.8400,13.5600,13.7700,3307275
2019-04-02,13.4900,13.5700,13.2800,13.4400,2772858
2019-04-01,13.2200,13.4900,13.2000,13.4500,3738732
2019-03-29,12.8400,13.1800,12.8200,12.9900,2812969
2019-03-28,12.8700,12.9800,12.6500,12.7800,2428082
2019-03-27,13.0500,13.0500,12.7000,12.8400,2927084
2019-03-26,12.9500,13.2000,12.8600,13.0100,2527928
2019-03-25,12.8100,13.0000,12.7400,12.8600,1801075
2019-03-22,13.3500,13.3700,12.8500,12.8800,3430618
2019-03-21,13.0400,13.3900,13.0000,13.3800,2111160
2019-03-20,13.3000,13.3800,13.0000,13.0900,2709435
2019-03-19,13.3500,13.5800,13.2900,13.3800,3636672
2019-03-18,13.4700,13.4900,13.0200,13.2800,3682388
2019-03-15,13.3000,13.7100,13.3000,13.4400,4189674
2019-03-14,13.3000,13.4600,13.1300,13.2700,4370257
2019-03-13,13.5000,13.6300,13.2000,13.2600,6258153
2019-03-12,13.7800,14.0100,13.3600,13.4400,6322647
2019-03-11,13.7100,14.0600,13.6700,13.8200,5137363
2019-03-08,14.3800,14.4200,13.6000,13.8400,9076004
2019-03-07,15.7500,15.7800,14.2200,14.3500,17916210
2019-03-06,17.1800,17.4400,17.0400,17.0700,2281837
2019-03-05,17.3500,17.3800,17.0900,17.1600,1564515
2019-03-04,17.6000,17.7500,17.0400,17.2400,2195623
2019-03-01,17.3800,17.7600,17.3800,17.5400,2033509
2019-02-28,17.5800,17.5800,17.2400,17.2500,1367017
2019-02-27,17.7500,17.8400,17.4700,17.5800,1914242
2019-02-26,17.3900,17.8500,17.3300,17.7400,2047284
2019-02-25,17.6000,17.7800,17.4400,17.4800,2083258
2019-02-22,17.1400,17.4100,16.9400,17.3600,2089847
2019-02-21,16.9100,17.4300,16.7500,16.9600,2421362
2019-02-20,17.0400,17.2100,16.8000,16.8900,1689549
2019-02-19,16.6900,17.2600,16.4600,17.0400,3336899
2019-02-15,16.5700,16.7500,16.4100,16.6500,2403241
2019-02-14,16.5500,16.7000,16.1000,16.4700,2109639
2019-02-13,16.5900,17.0300,16.3700,16.8400,2041506
2019-02-12,16.3900,16.6600,16.2900,16.5000,1553630
2019-02-11,15.8200,16.2900,15.6900,16.2500,1919309
2019-02-08,15.9700,16.1200,15.5500,15.7700,2065703
2019-02-07,16.5300,16.5500,15.9700,16.1100,1566877
2019-02-06,16.2500,16.6300,16.2500,16.5700,1290169
2019-02-05,16.5200,16.5700,16.1900,16.2800,1672052
2019-02-04,16.5600,16.7900,16.4100,16.4800,3358131
2019-02-01,16.4500,16.7300,16.2700,16.7000,3128567
2019-01-31,16.0200,16.4800,16.0000,16.3600,1990233
2019-01-30,15.8000,15.9800,15.4300,15.9700,2049399
2019-01-29,16.0000,16.3000,15.5800,15.6500,4814007
2019-01-28,15.9000,16.3000,15.7100,16.0200,2875618
2019-01-25,15.9700,16.3000,15.8600,16.0700,3037427
2019-01-24,15.1100,16.0000,15.0800,15.7700,4407646
2019-01-23,14.9300,15.1500,14.6900,15.1400,3814530
2019-01-22,15.1800,15.3200,14.5799,14.9000,4761269
2019-01-18,14.9000,15.3800,14.0800,15.2600,10684202
2019-01-17,15.0600,15.1200,14.3900,14.8100,5899312
2019-01-16,15.0000,15.5100,14.9100,15.1200,3060133
2019-01-15,15.5600,15.5600,14.9600,14.9900,3763415
2019-01-14,15.6600,15.9100,15.3200,15.5300,1771333
2019-01-11,16.0500,16.1000,15.5700,15.7600,2545774
2019-01-10,16.1700,16.6100,16.0400,16.0800,2512500
2019-01-09,16.3400,16.4800,15.9700,16.3400,4127465
2019-01-08,15.4300,15.8500,15.1500,15.7600,4355336
2019-01-07,15.1500,15.4500,14.8000,15.2200,2277916
2019-01-04,14.8900,15.4200,14.8500,15.0900,3752370
2019-01-03,14.8200,15.1400,14.5400,14.6200,1796535
2019-01-02,14.4800,15.1900,14.1000,15.0100,3057282
2018-12-31,14.5800,14.9600,14.2500,14.6300,1970609
2018-12-28,14.4000,14.6400,14.1500,14.4700,2613916
2018-12-27,14.4500,14.5100,13.7300,14.3500,2562640
2018-12-26,13.7300,14.8400,13.5600,14.7400,2464711
2018-12-24,13.5400,14.1600,13.3300,13.6400,1975054
2018-12-21,14.5100,14.6700,13.5000,13.7000,4517571
2018-12-20,14.9000,15.2600,13.9600,14.5100,9806179
2018-12-19,16.1000,16.7500,15.4700,15.5200,3251949
2018-12-18,15.6900,16.4300,15.5500,16.0300,3031545
2018-12-17,15.5000,16.0400,15.2400,15.6000,2365101
2018-12-14,15.9000,16.1200,15.3700,15.5600,2093005
2018-12-13,16.6200,16.6800,16.0700,16.1300,1704817
2018-12-12,16.4700,17.0700,16.3600,16.4500,1871222
2018-12-11,16.9400,17.3100,16.2100,16.2400,1809210
2018-12-10,16.7200,17.0500,16.2300,16.6800,3392602
2018-12-07,17.1100,17.5300,16.6200,16.8800,1875254
2018-12-06,16.1700,16.9800,15.8900,16.9300,2171175
2018-12-04,17.2500,17.6600,16.5800,16.6600,3097062
2018-12-03,17.8100,17.9300,17.3900,17.4000,3363815
2018-11-30,17.1500,17.2900,16.9400,17.2100,2024177
2018-11-29,17.3000,17.3000,16.6300,17.1200,2143396
2018-11-28,16.8200,17.3200,16.4800,17.3000,3308923
2018-11-27,16.3800,17.1600,16.3800,16.9100,2434702
2018-11-26,16.0000,16.7300,16.0000,16.6800,3045583
2018-11-23,16.0500,16.1150,15.7000,15.7100,1399160
2018-11-21,14.9800,16.2300,14.9400,16.1500,3353817
2018-11-20,15.0000,15.0800,14.1400,14.8400,6126954
2018-11-19,15.6300,15.9000,15.0900,15.4400,3909881
2018-11-16,15.8100,15.9300,15.1700,15.6100,3868184
2018-11-15,15.6000,16.0500,15.0100,15.9800,4808634
2018-11-14,15.3700,16.1200,15.2400,15.5200,4113763
2018-11-13,14.8400,15.6500,14.8400,15.1800,3726088
2018-11-12,15.5000,15.6400,14.9400,14.9500,3596088
2018-11-09,17.0300,17.0700,15.5000,15.5500,6728289
2018-11-08,16.7400,17.6400,16.6100,17.3000,3292919
2018-11-07,17.4800,17.7500,16.8500,16.9000,3422786
2018-11-06,17.5500,17.7500,16.9100,17.3300,3147324
2018-11-05,17.9200,18.2500,17.4800,17.5400,2532141
2018-11-02,18.7700,19.1200,17.8600,18.0900,2730696
2018-11-01,18.6000,19.0100,17.8500,18.6800,4028683
2018-10-31,17.5900,19.3200,17.1400,18.5500,9919020
2018-10-30,15.1400,16.1200,15.0100,16.0100,4524069
2018-10-29,16.9100,17.0000,15.3700,15.5300,5988860
2018-10-26,17.1100,17.2900,16.3700,16.7400,3426761
2018-10-25,16.5800,17.5500,16.5100,17.5200,3754162
2018-10-24,16.3400,17.4000,16.2900,16.3800,6108889
2018-10-23,15.9200,16.4400,15.0200,16.3000,7265023
2018-10-22,16.6100,16.8800,16.2600,16.2700,2770781
2018-10-19,17.1400,17.5900,16.3900,16.6000,4478992
2018-10-18,18.0300,18.0800,17.0200,17.1200,3648251
2018-10-17,18.0400,18.4500,17.5100,18.1400,3263506
2018-10-16,17.2700,18.1800,16.6500,17.9600,8000363
2018-10-15,16.8800,17.3000,16.6000,17.1200,3677627
2018-10-12,17.4500,17.5400,16.6200,16.9800,3173365
2018-10-11,17.1500,17.5800,16.6600,17.1000,3165005
2018-10-10,17.7300,18.0700,17.2200,17.2800,4280958
2018-10-09,16.8000,17.8400,16.4200,17.6800,6582427
2018-10-08,17.4200,17.4800,16.5300,16.8400,4946093
2018-10-05,18.2700,18.4200,17.1600,17.6100,6373061
2018-10-04,18.8600,18.9900,18.2800,18.4700,2258654
2018-10-03,18.7200,19.4200,18.6900,18.9500,3345720
2018-10-02,19.4400,19.7500,18.5600,18.6100,4805910
2018-10-01,19.5500,19.9400,19.5500,19.6400,1796876
2018-09-28,19.6900,20.2300,19.5900,19.7500,1906137
2018-09-27,19.7500,19.9700,19.3600,19.7500,2114255
2018-09-26,19.9600,20.2300,19.7900,19.9200,2256307
2018-09-25,19.7000,20.3400,19.5800,19.9100,3046242
2018-09-24,19.4000,19.9600,19.2900,19.6800,3144584
2018-09-21,19.6400,19.7500,19.3800,19.5000,2332235
2018-09-20,20.3700,20.4200,19.5000,19.5600,3177117
2018-09-19,19.9400,20.3200,19.9400,20.1900,1764587
2018-09-18,19.8000,20.1700,19.5500,20.0000,2701374
2018-09-17,20.3000,20.3000,19.7800,19.8700,3451059
2018-09-14,19.8900,20.4400,19.8400,20.2000,3473923
2018-09-13,19.6100,20.1000,19.6000,19.7900,3347972
2018-09-12,18.2600,19.5200,18.2500,19.4500,5873559
2018-09-11,18.5000,18.9200,18.3900,18.6600,3566590
2018-09-10,18.9500,19.0700,18.3300,18.5000,4909181
2018-09-07,18.8900,19.3400,18.6100,19.0900,3667758
2018-09-06,20.2900,20.6800,18.8400,19.0200,6452493
2018-09-05,20.1200,20.3500,19.6400,20.2000,3017021
2018-09-04,20.9900,20.9900,20.0700,20.1100,2039802
2018-08-31,21.0100,21.1300,20.7700,21.0400,1719709
2018-08-30,21.6300,21.6300,21.0100,21.0900,1565932
2018-08-29,21.1200,21.7600,20.9200,21.6600,2864042
2018-08-28,20.9600,21.1700,20.5400,21.0000,2010338
2018-08-27,21.7400,21.8400,20.9900,21.0200,1727797
2018-08-24,21.3900,21.9400,21.3800,21.6100,1635172
2018-08-23,20.9200,21.7000,20.9200,21.3600,2711736
2018-08-22,20.7200,21.0800,20.6500,21.0300,2196956
2018-08-21,20.2200,21.0000,20.2200,20.7800,2760771
2018-08-20,20.2500,20.3000,19.9400,20.2100,1868334
2018-08-17,20.2600,20.3300,19.9100,20.1700,2053264
2018-08-16,19.7000,20.4600,19.6700,20.2500,2619637
2018-08-15,20.0200,20.1300,19.5700,19.6100,3175889
2018-08-14,20.5500,20.7000,20.0000,20.1900,5078903
2018-08-13,20.7700,21.1700,20.5300,20.5600,3016324
2018-08-10,21.0800,21.6300,21.0000,21.0300,3205029
2018-08-09,21.4000,21.9500,21.2700,21.6300,2548792
2018-08-08,22.2000,22.2800,21.3600,21.4100,3408452
2018-08-07,22.4700,22.4700,21.8700,22.1900,3057760
2018-08-06,22.0600,22.7100,21.7600,22.4300,3122388
2018-08-03,22.8000,22.8500,22.1800,22.2700,3957066
2018-08-02,23.5100,23.8000,22.2000,22.8500,6579556
2018-08-01,24.9100,25.1400,23.6500,23.6500,6959071
2018-07-31,26.0800,26.3100,25.2500,25.2800,5997410
2018-07-30,24.9500,25.0600,24.1800,24.2500,5023250
2018-07-27,25.1100,25.4100,24.6500,24.9100,2794063
2018-07-26,24.8700,25.2800,24.8000,25.0300,2072143
2018-07-25,24.8300,25.0200,24.6800,25.0000,1603777
2018-07-24,24.9000,25.1500,24.6200,24.7600,2400286
2018-07-23,24.9000,24.9200,24.5700,24.6500,1784602
2018-07-20,25.0200,25.0200,24.7200,24.8400,1152300
2018-07-19,24.7400,25.3000,24.6500,25.0800,1498611
2018-07-18,24.7100,25.1600,24.6700,24.8900,2189331
2018-07-17,25.6100,25.6100,24.4100,24.6300,4680630
2018-07-16,24.8900,24.9900,24.1200,24.4000,2638070
2018-07-13,24.5400,24.9800,24.2600,24.8900,2541673
2018-07-12,24.0600,24.6100,23.9200,24.6000,2204459
2018-07-11,23.5800,24.0600,23.5400,23.8700,1645943
2018-07-10,23.6000,24.1000,23.5200,23.9400,1822860
2018-07-09,23.8800,24.1700,23.3900,23.5100,2853534
2018-07-06,22.7200,23.7900,22.6800,23.7400,2272604
2018-07-05,23.0500,23.2300,22.6600,22.8200,1705987
2018-07-03,22.7800,23.2300,22.6500,22.9000,870800
2018-07-02,22.7900,23.0600,22.4400,22.7400,2930131
2018-06-29,23.3300,23.5700,23.1900,23.2400,1755913
2018-06-28,23.0200,23.2600,22.6100,23.1200,2839560
2018-06-27,23.7200,24.2400,23.1000,23.1100,2699260
2018-06-26,24.0400,24.0400,23.6200,23.6300,2149775
2018-06-25,24.7900,24.8300,23.9100,24.0000,2206045
2018-06-22,25.0400,25.2300,24.6300,24.9200,2803115
2018-06-21,24.8300,24.9300,24.5500,24.7600,2890494
2018-06-20,25.0000,25.3100,24.7400,24.7900,3163810
2018-06-19,25.5200,25.8300,24.8000,24.9000,3354333
2018-06-18,25.9200,26.2500,25.7500,25.8400,3240369
2018-06-15,26.7000,26.7200,26.0000,26.2800,4237796
2018-06-14,25.4100,26.1900,25.2300,26.1200,5253830
2018-06-13,25.2200,25.5800,25.0400,25.2000,6706271
2018-06-12,25.2000,25.6000,24.9700,25.2200,3891136
2018-06-11,24.5200,25.2000,24.5100,25.0000,3191666
2018-06-08,24.5000,24.9300,24.1400,24.4600,2151120
2018-06-07,25.6100,25.6500,24.3800,24.5900,7056464
2018-06-06,24.7400,25.7100,24.6000,25.5800,4159601
2018-06-05,24.7500,25.3800,24.4700,24.5800,3332208
2018-06-04,25.2500,25.3900,24.3100,24.7500,4963143
2018-06-01,25.2700,25.6700,24.8700,25.4100,4090986
2018-05-31,26.3300,26.3800,24.8900,25.1400,5699208
2018-05-30,25.9500,26.7700,25.8600,26.2600,5391452
2018-05-29,26.1800,26.2900,25.3900,25.6400,5295864
2018-05-25,27.1600,27.1600,26.1500,26.4000,5107224
2018-05-24,27.4800,27.7600,27.0000,27.3600,4927206
2018-05-23,28.3100,28.7000,27.3900,27.5500,9654977
2018-05-22,28.8700,28.9400,27.0800,28.4600,7875911
2018-05-21,30.6100,30.6500,29.6700,29.8100,2920699
2018-05-18,30.3200,30.6200,30.2500,30.4100,1311190
2018-05-17,30.6000,31.0000,30.1400,30.3800,2467299
2018-05-16,30.9200,30.9600,30.3600,30.5900,2465222
2018-05-15,29.8800,30.5300,29.4400,30.1200,2631268
2018-05-14,28.5300,29.9900,28.4100,29.3600,2309127
2018-05-11,28.7100,29.0300,28.4200,28.4700,1053369
2018-05-10,28.0300,28.6700,27.9600,28.6300,1742146
2018-05-09,28.0200,28.3900,27.8600,28.0200,1360787
2018-05-08,28.1700,28.4000,27.5700,28.0200,885007
2018-05-07,28.0000,28.4500,27.9900,28.2500,647507
2018-05-04,27.6400,28.1700,27.4700,27.9500,681053
2018-05-03,27.7600,27.8300,27.2700,27.6600,690895
2018-05-02,28.0300,28.3000,27.8000,27.8600,750450
2018-05-01,28.2900,28.3000,27.6200,27.9400,1158012
2018-04-30,28.0400,28.3800,27.9300,28.2700,813377
2018-04-27,27.4600,28.0400,27.4600,27.9000,1327123
2018-04-26,26.8400,27.4200,26.8400,27.3300,1070015
2018-04-25,27.2000,27.2600,26.6300,26.8500,972527
2018-04-24,28.2000,28.2900,27.0100,27.1100,1013074
2018-04-23,27.9500,28.1800,27.4400,28.0900,1307733
2018-04-20,28.1800,28.4700,27.7200,27.9500,983254
2018-04-19,28.0000,28.1700,27.5500,28.0100,985333
2018-04-18,27.1800,28.4900,27.1800,28.1500,1717141
2018-04-17,27.0000,27.3700,26.9000,27.2100,1039090
2018-04-16,26.6500,26.9900,26.3600,26.7900,783927
2018-04-13,26.8100,26.8400,26.1700,26.2900,1027270
2018-04-12,25.9700,26.8700,25.9200,26.6100,1594490
2018-04-11,25.6000,25.8700,25.5300,25.8200,1050936
2018-04-10,25.7000,25.9900,25.5000,25.6900,891531
2018-04-09,26.0900,26.1800,25.3000,25.3500,1436915
2018-04-06,26.4000,26.6700,25.8300,26.0100,727429
2018-04-05,26.3300,26.8800,26.3300,26.6400,1001959
2018-04-04,25.8600,26.2700,25.5500,26.2000,1577916
2018-04-03,26.2800,26.4100,25.8600,26.0600,1341287
2018-04-02,26.7100,26.8300,25.8300,26.0600,1246239
2018-03-29,26.5000,26.8200,26.0700,26.7300,1603757
2018-03-28,26.6600,26.8100,26.2100,26.4800,1722291
2018-03-27,27.0500,27.1300,26.3800,26.5500,1453328
2018-03-26,27.1500,27.2900,26.3800,27.0500,1618341
2018-03-23,27.8600,28.0000,26.7900,26.8900,1496453
2018-03-22,28.5000,28.6700,27.7800,27.8200,1237638
2018-03-21,28.8900,29.4000,28.7600,28.8000,940350
2018-03-20,29.7500,29.8200,28.8800,29.1200,1462677
2018-03-19,29.9900,30.1100,29.4000,29.6400,1508945
2018-03-16,30.1500,30.5000,29.9200,29.9900,1357562
2018-03-15,30.7500,30.7500,30.1800,30.1900,1370220
2018-03-14,29.9100,30.8200,29.6200,30.7400,2659104
2018-03-13,29.7900,30.4700,29.7700,29.9200,1613489
2018-03-12,29.2300,30.2200,29.2300,29.7200,2126587
2018-03-09,29.9900,29.9900,29.0100,29.2100,2017390
2018-03-08,29.3000,30.0000,28.3500,29.8600,4380055
2018-03-07,27.4500,28.0000,27.2500,27.6500,1976463
2018-03-06,26.9800,27.6700,26.8600,27.5900,1592511
2018-03-05,26.7100,27.0300,26.2600,26.8200,1181302
2018-03-02,26.1100,26.9800,25.9500,26.8800,1346113
2018-03-01,26.5700,26.9100,26.0900,26.3600,1196427
2018-02-28,26.6500,27.0500,26.4200,26.5000,736155
2018-02-27,27.1000,27.1900,26.5800,26.7000,1090562
2018-02-26,27.0600,27.3000,26.6500,27.0700,614750
2018-02-23,26.6000,26.9900,26.5300,26.9700,885254
2018-02-22,27.0300,27.2500,26.4800,26.4900,648514
2018-02-21,27.4500,27.5500,26.9800,26.9800,819079
2018-02-20,27.1400,27.7000,27.0900,27.5900,687214
2018-02-16,27.0800,27.5200,26.9600,27.1900,962092
2018-02-15,26.7800,27.2600,26.4900,27.2300,979564
2018-02-14,25.8100,27.0100,25.7500,26.6100,1968149
2018-02-13,25.9000,26.2700,25.7100,25.9600,1096426
2018-02-12,26.1300,26.6200,25.6700,25.9200,1187605
2018-02-09,26.7100,26.8000,25.1000,25.9200,2942490
2018-02-08,27.4500,27.6600,26.5900,26.6100,1210327
2018-02-07,28.0500,28.3800,27.4700,27.4800,913149
