,BRK-A_open,BRK-A_high,BRK-A_low,BRK-A_close,BRK-A_volume
2012-11-06,130516.0000,131066.0000,129971.0000,130673.0000,68000
2012-11-05,130755.0000,130755.0000,128150.0000,130300.0000,78000
2012-11-02,132638.0000,132638.0000,130402.0000,130550.0000,28600
2012-11-01,130053.0000,131433.0000,129784.0000,131400.0000,81600
2012-10-31,130500.0000,130500.0000,129264.0000,129505.0000,100900
2012-10-26,130899.0000,130899.0000,129475.0000,129725.0000,56800
2012-10-25,131060.0000,131060.0000,130248.0000,130582.0000,46100
2012-10-24,131357.0000,131555.0000,130265.0000,130445.0000,48800
2012-10-23,131250.0000,131600.0000,130261.0000,130570.0000,78900
2012-10-22,133643.0000,134000.0000,131800.0000,132609.0000,61800
2012-10-19,135350.0000,135423.0000,132800.0000,133841.0000,47700
2012-10-18,135800.0000,136345.0000,135400.0000,135400.0000,76800
2012-10-17,134400.0000,135849.0000,134400.0000,135766.0000,74900
2012-10-16,134000.0000,134970.0000,134000.0000,134850.0000,35600
2012-10-15,132750.0000,133855.0000,132430.0000,133605.0000,29300
2012-10-12,133740.0000,134327.0000,132341.0000,132502.0000,32400
2012-10-11,134400.0000,134400.0000,133010.0000,133013.0000,19300
2012-10-10,133880.0000,134115.0000,132800.0000,133066.0000,29400
2012-10-09,135200.0000,135700.0000,133880.0000,133880.0000,40200
2012-10-08,135602.0000,135915.0000,135180.0000,135400.0000,28100
2012-10-05,135900.0000,136100.0000,135157.0000,135555.0000,59300
2012-10-04,134475.0000,135725.0000,134461.0000,135281.0000,69800
2012-10-03,133500.0000,134460.0000,132820.0000,134065.0000,50500
2012-10-02,133600.0000,133911.0000,132595.0000,133227.0000,41000
2012-10-01,132630.0000,134285.0000,132630.0000,133000.0000,67200
2012-09-28,132375.0000,132707.0000,131212.0000,132700.0000,72600
2012-09-27,133000.0000,133000.0000,132115.0000,132408.0000,63200
2012-09-26,132199.0000,133590.0000,132199.0000,132490.0000,39200
2012-09-25,133348.0000,134075.0000,132170.0000,132485.0000,47700
2012-09-24,133505.0000,134535.0000,133000.0000,133034.0000,38500
2012-09-21,134490.0000,134892.0000,133934.0000,134584.0000,38700
2012-09-20,132125.0000,134205.0000,131935.0000,133816.0000,49000
2012-09-19,132715.0000,133810.0000,132715.0000,133300.0000,63600
2012-09-18,132350.0000,132898.0000,132324.0000,132898.0000,37300
2012-09-17,132700.0000,133101.0000,132490.0000,132685.0000,42000
2012-09-14,132850.0000,133789.0000,132005.0000,133000.0000,85500
2012-09-13,129770.0000,132851.0000,129770.0000,132851.0000,86900
2012-09-12,129590.0000,130540.0000,129225.0000,130150.0000,52800
2012-09-11,130245.0000,130367.0000,129702.0000,130170.0000,43200
2012-09-10,129961.0000,130717.0000,129700.0000,129700.0000,39800
2012-09-07,129887.0000,130039.0000,129610.0000,129942.0000,90900
2012-09-06,128050.0000,129597.0000,128050.0000,129597.0000,80900
2012-09-05,126315.0000,128000.0000,126315.0000,127770.0000,68700
2012-09-04,126340.0000,126654.0000,126077.0000,126279.0000,24300
2012-08-31,126515.0000,126950.0000,126021.0000,126560.0000,45400
2012-08-30,126212.0000,126425.0000,126021.0000,126183.0000,30100
2012-08-29,126888.0000,127137.0000,126300.0000,126800.0000,44000
2012-08-28,128000.0000,128315.0000,127442.0000,127502.0000,33400
2012-08-27,128059.0000,128624.0000,127636.0000,128198.0000,38500
2012-08-24,127400.0000,128234.0000,127400.0000,128225.0000,20400
2012-08-23,128320.0000,128397.0000,127710.0000,127800.0000,21600
2012-08-22,127870.0000,128876.0000,127769.0000,128605.0000,39000
2012-08-21,128698.0000,128803.0000,127602.0000,128000.0000,29800
2012-08-20,128370.0000,128615.0000,127988.0000,128600.0000,23200
2012-08-17,127940.0000,128880.0000,127830.0000,128880.0000,47800
2012-08-16,127150.0000,128252.0000,126801.0000,127655.0000,39400
2012-08-15,127254.0000,127780.0000,127001.0000,127007.0000,30600
2012-08-14,127607.0000,127915.0000,127089.0000,127375.0000,31600
2012-08-13,127000.0000,127612.0000,126790.0000,127380.0000,34200
2012-08-10,126640.0000,127250.0000,126306.0000,127175.0000,22800
2012-08-09,127000.0000,127498.0000,126600.0000,126800.0000,22400
2012-08-08,127020.0000,127184.0000,126379.0000,127000.0000,38800
2012-08-07,128240.0000,128575.0000,126930.0000,127020.0000,49100
2012-08-06,129000.0000,129040.0000,127740.0000,127789.0000,61900
2012-08-03,127000.0000,128538.0000,127000.0000,128479.0000,71800
2012-08-02,126121.0000,126699.0000,124950.0000,126290.0000,50200
2012-08-01,127500.0000,127903.0000,123418.0000,127400.0000,80000
2012-07-31,127500.0000,127732.0000,126915.0000,127445.0000,38400
2012-07-30,127500.0000,128109.0000,127225.0000,127950.0000,56800
2012-07-27,127200.0000,128040.0000,127200.0000,127735.0000,71000
2012-07-26,127000.0000,127676.0000,126626.0000,127150.0000,54100
2012-07-25,125731.0000,126309.0000,125040.0000,126000.0000,47400
2012-07-24,125330.0000,125744.0000,124600.0000,125470.0000,26300
2012-07-23,124740.0000,126250.0000,124619.0000,125458.0000,43900
2012-07-20,126400.0000,126400.0000,125451.0000,125730.0000,32200
2012-07-19,127541.0000,127775.0000,126303.0000,126995.0000,29400
2012-07-18,127100.0000,127988.0000,127100.0000,127389.0000,52400
2012-07-17,126100.0000,127753.0000,125640.0000,127655.0000,77700
2012-07-16,126500.0000,126650.0000,125300.0000,125937.0000,49500
2012-07-13,125876.0000,126715.0000,125409.0000,126625.0000,54400
2012-07-12,125444.0000,125924.0000,124834.0000,125321.0000,43800
2012-07-11,125101.0000,126549.0000,125058.0000,125936.0000,69700
2012-07-10,125420.0000,125500.0000,124500.0000,124985.0000,82800
2012-07-09,123843.0000,125475.0000,123629.0000,124901.0000,54900
2012-07-06,124200.0000,124230.0000,123227.0000,123898.0000,37200
2012-07-05,125000.0000,125525.0000,124783.0000,124810.0000,26700
2012-07-03,125250.0000,125719.0000,124853.0000,125500.0000,30900
2012-07-02,124895.0000,125495.0000,124335.0000,125495.0000,96200
2012-06-29,124010.0000,124950.0000,123880.0000,124945.0000,67700
2012-06-28,122000.0000,123435.0000,121600.0000,123435.0000,26900
2012-06-27,122400.0000,123577.0000,122334.0000,122950.0000,66600
2012-06-26,120750.0000,122620.0000,120701.0000,122129.0000,59900
2012-06-25,121630.0000,121825.0000,120685.0000,120700.0000,59300
2012-06-22,122055.0000,123079.0000,121491.0000,122670.0000,26500
2012-06-21,123605.0000,124126.0000,121594.0000,121744.0000,34400
2012-06-20,124435.0000,124441.0000,122800.0000,123750.0000,44100
2012-06-19,123435.0000,124564.0000,123435.0000,124440.0000,66700
2012-06-18,122855.0000,123720.0000,122855.0000,123276.0000,38900
2012-06-15,123166.0000,123734.0000,123000.0000,123375.0000,103200
2012-06-14,121000.0000,122950.0000,121000.0000,122600.0000,61400
2012-06-13,121400.0000,121686.0000,120426.0000,120855.0000,46400
2012-06-12,120500.0000,121934.0000,120203.0000,121740.0000,39000
2012-06-11,122000.0000,122299.0000,120385.0000,120715.0000,39300
2012-06-08,121000.0000,122005.0000,120600.0000,122000.0000,29200
2012-06-07,121541.0000,121900.0000,120664.0000,121175.0000,60500
2012-06-06,118825.0000,120929.0000,118500.0000,120741.0000,98300
2012-06-05,118847.0000,119394.0000,118626.0000,118905.0000,53400
2012-06-04,118995.0000,119303.0000,118241.0000,119183.0000,46900
2012-06-01,118000.0000,119845.0000,118000.0000,119845.0000,103400
2012-05-31,118875.0000,120019.0000,118252.0000,118850.0000,72600
2012-05-30,119575.0000,119899.0000,118844.0000,119250.0000,51300
2012-05-29,119800.0000,120400.0000,119575.0000,120133.0000,34400
2012-05-25,120000.0000,120480.0000,119064.0000,119500.0000,31100
2012-05-24,120298.0000,120540.0000,119697.0000,120217.0000,24100
2012-05-23,119600.0000,120461.0000,119180.0000,120455.0000,54000
2012-05-22,120090.0000,121562.0000,119750.0000,120550.0000,30200
2012-05-21,119755.0000,120275.0000,119122.0000,120220.0000,28500
2012-05-18,120850.0000,120850.0000,119155.0000,119850.0000,48600
2012-05-17,121550.0000,122134.0000,120625.0000,120850.0000,67400
2012-05-16,121550.0000,122150.0000,121372.0000,121800.0000,49900
2012-05-15,121230.0000,121919.0000,121100.0000,121425.0000,57700
2012-05-14,121525.0000,122230.0000,121410.0000,121675.0000,78800
2012-05-11,122500.0000,123470.0000,122254.0000,122795.0000,60500
2012-05-10,123345.0000,123750.0000,122719.0000,122950.0000,57900
2012-05-09,122201.0000,123225.0000,122201.0000,122560.0000,72900
2012-05-08,123650.0000,123787.0000,122573.0000,123744.0000,124000
2012-05-07,122000.0000,123868.0000,121606.0000,123676.0000,133600
2012-05-04,121100.0000,121950.0000,120850.0000,121950.0000,55600
2012-05-03,122000.0000,122275.0000,121606.0000,121800.0000,64400
2012-05-02,121411.0000,121868.0000,121100.0000,121775.0000,46100
2012-05-01,120800.0000,122221.0000,120625.0000,122185.0000,64300
2012-04-30,120790.0000,121044.0000,120333.0000,120800.0000,36000
2012-04-27,120975.0000,120990.0000,120300.0000,120925.0000,54200
2012-04-26,119995.0000,120700.0000,119633.0000,120700.0000,54900
2012-04-25,119900.0000,120035.0000,119549.0000,119756.0000,45900
2012-04-24,118500.0000,119700.0000,118358.0000,119700.0000,51400
2012-04-23,118000.0000,118830.0000,117551.0000,118294.0000,40800
2012-04-20,119306.0000,119400.0000,118515.0000,118580.0000,42500
2012-04-19,119525.0000,120003.0000,118205.0000,119050.0000,60100
2012-04-18,119900.0000,120346.0000,119569.0000,119750.0000,66100
2012-04-17,120005.0000,121480.0000,119863.0000,121310.0000,73000
2012-04-16,118968.0000,119904.0000,118794.0000,119525.0000,37700
2012-04-13,119800.0000,120000.0000,118383.0000,118385.0000,63200
2012-04-12,118880.0000,120274.0000,118235.0000,120173.0000,35900
2012-04-11,119490.0000,119490.0000,118365.0000,118725.0000,35500
2012-04-10,119375.0000,119723.0000,118129.0000,118195.0000,57500
2012-04-09,120328.0000,120500.0000,119460.0000,119700.0000,41900
2012-04-05,121455.0000,121945.0000,121019.0000,121295.0000,53200
2012-04-04,121350.0000,122120.0000,121237.0000,121750.0000,39200
2012-04-03,122400.0000,122500.0000,121353.0000,122357.0000,69300
2012-04-02,121950.0000,123000.0000,121600.0000,122693.0000,56800
2012-03-30,122711.0000,122755.0000,121474.0000,121900.0000,57300
2012-03-29,122179.0000,122495.0000,121210.0000,122490.0000,59900
2012-03-28,122685.0000,122898.0000,121403.0000,122775.0000,40200
2012-03-27,123480.0000,123578.0000,122625.0000,122659.0000,72000
2012-03-26,122500.0000,123555.0000,122500.0000,123555.0000,58300
2012-03-23,121425.0000,122420.0000,121180.0000,122170.0000,32300
2012-03-22,121139.0000,121618.0000,120836.0000,121479.0000,31000
2012-03-21,122095.0000,122130.0000,121104.0000,121740.0000,37600
2012-03-20,121622.0000,122365.0000,121622.0000,122189.0000,41200
2012-03-19,121725.0000,122400.0000,121550.0000,122115.0000,55800
2012-03-16,121850.0000,122238.0000,121471.0000,122190.0000,64100
2012-03-15,120600.0000,122000.0000,120550.0000,122000.0000,71200
2012-03-14,121000.0000,121324.0000,120700.0000,121074.0000,58000
2012-03-13,119520.0000,121250.0000,119492.0000,121250.0000,117400
2012-03-12,119076.0000,119481.0000,119064.0000,119235.0000,51100
2012-03-09,118440.0000,119292.0000,118400.0000,119065.0000,45100
2012-03-08,118600.0000,118764.0000,117755.0000,118430.0000,45500
2012-03-07,117943.0000,118262.0000,117476.0000,118005.0000,60000
2012-03-06,118000.0000,118500.0000,117517.0000,117855.0000,77200
2012-03-05,117950.0000,118920.0000,117422.0000,118895.0000,112300
2012-03-02,118017.0000,118160.0000,117301.0000,117434.0000,47600
2012-03-01,118400.0000,118450.0000,117780.0000,118360.0000,51200
2012-02-29,119500.0000,119520.0000,117725.0000,117934.0000,91800
2012-02-28,120500.0000,120500.0000,118822.0000,119265.0000,73500
2012-02-27,119275.0000,120627.0000,118102.0000,120350.0000,95500
2012-02-24,119251.0000,120125.0000,119251.0000,120000.0000,134000
2012-02-23,118300.0000,119080.0000,118210.0000,119000.0000,38800
2012-02-22,119300.0000,119305.0000,118170.0000,118170.0000,32300
2012-02-21,119190.0000,119800.0000,118937.0000,119375.0000,44500
2012-02-17,118745.0000,119425.0000,118412.0000,119190.0000,40400
2012-02-16,117120.0000,118347.0000,117000.0000,118340.0000,47300
2012-02-15,118565.0000,118935.0000,116850.0000,116910.0000,68300
2012-02-14,119100.0000,119100.0000,117425.0000,118475.0000,41700
2012-02-13,119000.0000,119388.0000,118569.0000,119230.0000,34400
2012-02-10,118600.0000,118600.0000,117728.0000,117980.0000,75600
2012-02-09,119280.0000,119569.0000,118530.0000,118855.0000,41400
2012-02-08,119590.0000,119807.0000,119200.0000,119475.0000,49900
2012-02-07,119450.0000,119982.0000,118890.0000,119875.0000,27200
2012-02-06,119400.0000,119850.0000,119259.0000,119840.0000,37600
2012-02-03,119202.0000,120000.0000,118908.0000,119800.0000,76100
2012-02-02,118490.0000,118500.0000,117740.0000,118120.0000,39600
2012-02-01,118251.0000,119461.0000,117800.0000,117800.0000,81600
2012-01-31,118650.0000,118783.0000,117350.0000,117925.0000,50300
2012-01-30,118100.0000,118285.0000,117200.0000,117925.0000,38300
2012-01-27,119200.0000,119550.0000,118300.0000,119211.0000,33900
2012-01-26,119840.0000,120000.0000,118433.0000,119450.0000,52700
2012-01-25,117250.0000,119950.0000,116954.0000,119950.0000,49600
2012-01-24,117620.0000,118085.0000,117486.0000,117574.0000,40700
2012-01-23,119360.0000,119472.0000,118260.0000,118830.0000,29200
2012-01-20,119500.0000,119800.0000,119014.0000,119775.0000,45500
2012-01-19,118125.0000,119360.0000,117959.0000,119360.0000,66800
2012-01-18,116750.0000,118260.0000,116750.0000,118215.0000,63300
2012-01-17,117485.0000,117875.0000,116450.0000,116950.0000,63100
2012-01-13,116550.0000,116910.0000,115540.0000,116520.0000,43600
2012-01-12,116700.0000,117850.0000,116632.0000,117850.0000,37600
2012-01-11,115563.0000,117065.0000,115415.0000,116914.0000,51200
2012-01-10,115135.0000,116240.0000,115135.0000,115900.0000,56300
2012-01-09,115088.0000,115088.0000,113953.0000,114500.0000,33000
2012-01-06,115500.0000,115719.0000,114299.0000,114500.0000,42400
2012-01-05,114722.0000,115678.0000,113855.0000,115650.0000,44200
2012-01-04,116315.0000,116315.0000,114948.0000,115210.0000,39300
2012-01-03,115850.0000,117390.0000,115850.0000,116320.0000,69800
2011-12-30,115000.0000,115000.0000,114469.0000,114755.0000,39100
2011-12-29,115337.0000,115365.0000,114446.0000,115325.0000,38200
2011-12-28,116250.0000,116250.0000,114598.0000,114800.0000,32700
2011-12-27,115550.0000,117026.0000,115500.0000,115962.0000,32700
2011-12-23,115250.0000,116689.0000,115116.0000,116530.0000,34200
2011-12-22,114463.0000,115290.0000,113775.0000,115250.0000,51200
2011-12-21,114000.0000,114425.0000,113348.0000,114425.0000,44800
2011-12-20,112326.0000,114605.0000,112035.0000,114069.0000,99000
2011-12-19,113000.0000,113206.0000,110741.0000,111316.0000,72700
2011-12-16,112800.0000,113240.0000,112010.0000,112325.0000,55200
2011-12-15,114450.0000,114600.0000,112400.0000,112400.0000,37900
2011-12-14,113111.0000,114138.0000,112359.0000,113200.0000,50500
2011-12-13,114899.0000,116685.0000,112746.0000,113700.0000,67300
2011-12-12,115200.0000,115500.0000,113692.0000,114625.0000,34100
2011-12-09,116321.0000,117025.0000,115914.0000,116235.0000,53400
2011-12-08,116700.0000,116801.0000,115170.0000,115750.0000,41600
2011-12-07,116512.0000,118350.0000,115568.0000,118240.0000,41400
2011-12-06,116700.0000,118200.0000,116007.0000,117425.0000,30800
2011-12-05,117600.0000,118259.0000,116000.0000,117500.0000,44000
2011-12-02,117716.0000,118373.0000,116075.0000,116475.0000,62000
2011-12-01,116900.0000,117169.0000,116183.0000,116925.0000,50900
2011-11-30,115145.0000,118500.0000,114690.0000,118500.0000,90100
2011-11-29,113530.0000,114034.0000,113000.0000,113000.0000,30700
2011-11-28,112784.0000,114065.0000,112632.0000,113805.0000,50100
2011-11-25,110525.0000,111800.0000,110200.0000,111300.0000,45000
2011-11-23,111690.0000,111745.0000,110092.0000,110525.0000,107600
2011-11-22,111725.0000,113145.0000,111601.0000,112200.0000,72400
2011-11-21,111225.0000,112670.0000,111225.0000,112200.0000,80000
2011-11-18,112280.0000,113600.0000,112125.0000,112890.0000,60500
2011-11-17,112450.0000,113580.0000,111118.0000,111700.0000,56500
2011-11-16,113055.0000,114094.0000,112095.0000,112212.0000,67200
2011-11-15,113210.0000,114944.0000,113010.0000,114001.0000,42800
2011-11-14,115100.0000,115203.0000,113407.0000,113921.0000,37900
2011-11-11,115099.0000,115706.0000,114594.0000,115461.0000,37900
2011-11-10,114900.0000,114900.0000,113230.0000,114102.0000,43100
2011-11-09,115295.0000,115623.0000,113174.0000,113325.0000,94000
2011-11-08,116725.0000,117527.0000,115100.0000,117200.0000,36900
2011-11-07,115373.0000,115691.0000,114200.0000,115600.0000,50500
2011-11-04,116750.0000,116891.0000,115400.0000,115806.0000,59100
2011-11-03,116889.0000,118500.0000,115394.0000,118300.0000,56800
2011-11-02,114905.0000,116738.0000,114420.0000,116479.0000,42300
2011-11-01,114330.0000,115100.0000,113255.0000,113649.0000,89600
2011-10-31,118325.0000,119508.0000,116883.0000,116950.0000,46100
2011-10-28,119006.0000,120000.0000,118660.0000,120000.0000,40800
2011-10-27,118400.0000,120755.0000,118400.0000,120380.0000,124800
2011-10-26,115103.0000,117600.0000,114000.0000,117100.0000,92700
2011-10-25,114708.0000,115217.0000,113381.0000,113630.0000,50500
2011-10-24,115806.0000,116531.0000,114875.0000,116150.0000,46100
2011-10-21,114945.0000,116329.0000,114077.0000,116329.0000,74100
2011-10-20,112300.0000,114010.0000,111638.0000,113650.0000,76200
2011-10-19,112363.0000,113755.0000,111307.0000,111440.0000,53300
2011-10-18,109361.0000,113250.0000,109361.0000,112600.0000,67700
2011-10-17,111495.0000,111569.0000,109304.0000,109690.0000,51300
2011-10-14,111953.0000,112345.0000,110800.0000,112200.0000,42500
2011-10-13,111225.0000,111900.0000,110215.0000,111550.0000,48700
2011-10-12,110925.0000,112975.0000,110110.0000,111930.0000,59200
2011-10-11,110800.0000,111399.0000,109350.0000,110200.0000,59600
2011-10-10,110000.0000,111553.0000,109356.0000,111520.0000,58500
2011-10-07,110600.0000,110646.0000,107995.0000,108100.0000,60000
2011-10-06,109266.0000,110800.0000,108265.0000,110800.0000,48900
2011-10-05,109785.0000,110230.0000,107695.0000,110100.0000,85700
2011-10-04,104701.0000,110300.0000,104701.0000,110300.0000,118700
2011-10-03,107600.0000,108600.0000,105800.0000,105800.0000,104600
2011-09-30,107400.0000,108800.0000,106800.0000,106800.0000,85500
2011-09-29,108010.0000,109400.0000,106800.0000,109200.0000,67600
2011-09-28,108750.0000,108900.0000,106405.0000,106500.0000,72400
2011-09-27,109500.0000,111555.0000,107750.0000,108020.0000,182700
2011-09-26,103373.0000,108787.0000,103373.0000,108449.0000,137600
2011-09-23,99990.0000,100720.0000,99200.0000,100320.0000,77100
2011-09-22,100567.0000,101000.0000,98952.0000,100000.0000,230400
2011-09-21,104678.0000,104804.0000,101184.0000,101250.0000,62200
2011-09-20,105000.0000,106168.0000,104535.0000,104535.0000,29500
2011-09-19,105060.0000,105315.0000,104061.0000,104308.0000,31000
2011-09-16,107280.0000,107729.0000,106236.0000,107100.0000,37100
2011-09-15,104810.0000,106300.0000,104200.0000,106300.0000,43200
2011-09-14,104000.0000,104984.0000,102202.0000,104400.0000,42800
2011-09-13,103850.0000,104271.0000,102500.0000,103460.0000,44000
2011-09-12,101492.0000,104066.0000,101040.0000,103800.0000,69300
2011-09-09,103650.0000,103660.0000,101825.0000,102272.0000,71500
2011-09-08,104250.0000,105700.0000,104250.0000,104500.0000,41200
2011-09-07,104055.0000,106120.0000,104000.0000,106120.0000,31800
2011-09-06,102600.0000,102944.0000,101691.0000,102575.0000,97100
2011-09-02,105500.0000,105861.0000,104000.0000,104000.0000,47800
2011-09-01,109374.0000,109731.0000,107000.0000,107228.0000,34300
2011-08-31,109057.0000,110450.0000,108257.0000,109769.0000,51400
2011-08-30,108480.0000,109741.0000,107986.0000,108715.0000,79900
2011-08-29,106500.0000,109363.0000,106500.0000,109340.0000,81000
2011-08-26,103154.0000,106110.0000,102200.0000,104764.0000,60300
2011-08-25,106827.0000,107533.0000,103000.0000,103491.0000,62800
2011-08-24,104000.0000,106350.0000,103724.0000,106350.0000,61500
2011-08-23,101880.0000,104440.0000,101625.0000,103850.0000,69300
2011-08-22,104000.0000,104601.0000,101611.0000,101880.0000,76900
2011-08-19,103040.0000,105790.0000,102427.0000,102600.0000,93600
2011-08-18,105500.0000,106000.0000,103276.0000,104814.0000,80600
2011-08-17,108501.0000,110000.0000,107900.0000,108575.0000,53600
2011-08-16,107700.0000,108283.0000,106494.0000,107839.0000,46500
2011-08-15,108025.0000,108944.0000,107300.0000,108600.0000,48500
2011-08-12,108500.0000,109640.0000,106750.0000,107600.0000,72100
2011-08-11,103295.0000,109603.0000,102612.0000,107100.0000,108100
2011-08-10,106010.0000,106232.0000,101665.0000,102450.0000,119900
2011-08-09,102902.0000,109271.0000,101000.0000,109100.0000,130300
2011-08-08,105144.0000,106600.0000,100265.0000,101000.0000,196900
2011-08-05,107500.0000,109159.0000,105220.0000,107300.0000,108800
2011-08-04,109760.0000,110115.0000,106250.0000,106750.0000,115300
2011-08-03,110388.0000,111125.0000,109300.0000,110957.0000,110700
2011-08-02,111922.0000,112040.0000,110111.0000,110400.0000,79300
2011-08-01,113400.0000,113445.0000,111425.0000,112250.0000,90800
2011-07-29,111500.0000,112437.0000,111246.0000,111500.0000,81000
2011-07-28,112000.0000,113200.0000,111777.0000,112336.0000,40200
2011-07-27,112719.0000,113000.0000,112005.0000,112050.0000,72500
2011-07-26,113500.0000,113941.0000,113199.0000,113290.0000,30400
2011-07-25,114150.0000,114432.0000,113575.0000,113845.0000,34200
2011-07-22,116007.0000,116097.0000,114973.0000,115750.0000,20200
2011-07-21,114510.0000,116322.0000,114510.0000,115920.0000,76200
2011-07-20,114321.0000,115320.0000,113806.0000,114150.0000,27300
2011-07-19,112800.0000,114358.0000,112784.0000,114321.0000,43000
2011-07-18,112700.0000,112995.0000,112150.0000,112650.0000,29500
2011-07-15,114100.0000,114289.0000,112450.0000,113050.0000,26000
2011-07-14,114750.0000,115017.0000,114085.0000,114100.0000,38700
2011-07-13,114260.0000,115402.0000,114257.0000,114850.0000,27900
2011-07-12,112819.0000,115117.0000,112819.0000,113600.0000,37900
2011-07-11,114050.0000,114396.0000,112545.0000,112950.0000,34900
2011-07-08,115381.0000,115461.0000,114575.0000,115050.0000,36400
2011-07-07,115780.0000,116865.0000,115364.0000,116640.0000,76500
2011-07-06,115442.0000,115794.0000,114285.0000,114800.0000,46100
2011-07-05,116600.0000,116799.0000,115492.0000,115860.0000,47900
2011-07-01,115230.0000,117250.0000,115100.0000,117050.0000,40900
2011-06-30,115416.0000,116212.0000,114849.0000,116105.0000,31300
2011-06-29,114650.0000,115540.0000,114465.0000,115540.0000,41900
2011-06-28,114194.0000,114650.0000,113800.0000,114650.0000,45000
2011-06-27,113440.0000,114564.0000,113306.0000,113600.0000,42200
2011-06-24,113135.0000,113700.0000,112040.0000,113100.0000,27100
2011-06-23,113125.0000,113589.0000,111800.0000,113415.0000,41200
2011-06-22,114317.0000,114678.0000,113936.0000,114122.0000,21900
2011-06-21,115150.0000,115206.0000,114285.0000,114790.0000,47600
2011-06-20,113334.0000,114800.0000,113240.0000,114250.0000,57700
2011-06-17,113500.0000,113850.0000,112960.0000,113250.0000,103600
2011-06-16,111000.0000,113000.0000,110834.0000,113000.0000,82700
2011-06-15,111855.0000,112025.0000,109925.0000,110700.0000,111000
2011-06-14,112575.0000,113676.0000,112051.0000,112702.0000,43000
2011-06-13,111111.0000,111756.0000,110615.0000,111495.0000,42200
2011-06-10,112020.0000,112020.0000,110654.0000,111045.0000,50800
2011-06-09,111910.0000,113146.0000,111582.0000,112548.0000,34600
2011-06-08,112101.0000,112575.0000,111420.0000,111515.0000,64100
2011-06-07,113342.0000,113862.0000,112120.0000,112120.0000,52600
2011-06-06,114235.0000,114235.0000,112866.0000,113052.0000,48800
2011-06-03,114675.0000,115462.0000,114218.0000,114380.0000,44100
2011-06-02,115993.0000,116910.0000,115575.0000,115790.0000,34000
2011-06-01,118020.0000,118340.0000,115580.0000,115705.0000,55900
2011-05-31,117505.0000,118775.0000,117501.0000,118775.0000,38300
2011-05-27,117883.0000,117883.0000,116500.0000,117095.0000,22400
2011-05-26,116630.0000,118059.0000,116284.0000,117598.0000,22000
2011-05-25,116025.0000,117755.0000,115860.0000,117200.0000,48100
2011-05-24,117000.0000,117349.0000,116375.0000,116375.0000,31100
2011-05-23,117205.0000,117433.0000,116431.0000,116975.0000,41600
2011-05-20,118300.0000,119327.0000,118000.0000,118045.0000,28700
2011-05-19,119800.0000,119800.0000,118350.0000,118861.0000,22400
2011-05-18,118440.0000,119485.0000,118393.0000,119345.0000,33500
2011-05-17,118770.0000,118965.0000,117875.0000,118334.0000,69300
2011-05-16,119033.0000,120264.0000,118950.0000,119100.0000,40700
2011-05-13,121141.0000,121625.0000,119350.0000,119493.0000,43800
2011-05-12,119990.0000,121530.0000,119650.0000,121020.0000,31200
2011-05-11,121601.0000,121739.0000,119999.0000,120175.0000,32700
2011-05-10,121540.0000,122000.0000,120916.0000,121924.0000,35800
2011-05-09,120650.0000,122118.0000,120304.0000,121190.0000,24400
2011-05-06,120950.0000,122243.0000,120250.0000,120280.0000,49700
2011-05-05,121520.0000,122000.0000,119300.0000,119355.0000,51300
2011-05-04,123830.0000,123830.0000,121920.0000,122310.0000,51900
2011-05-03,122508.0000,123440.0000,122209.0000,123440.0000,36000
2011-05-02,123100.0000,123510.0000,122263.0000,122832.0000,49200
2011-04-29,125000.0000,125599.0000,124677.0000,124750.0000,41900
2011-04-28,124500.0000,124920.0000,123990.0000,124805.0000,53200
2011-04-27,124281.0000,124570.0000,123600.0000,124449.0000,45300
2011-04-26,123745.0000,124760.0000,123482.0000,124450.0000,51800
2011-04-25,123415.0000,123759.0000,122856.0000,123445.0000,30300
2011-04-21,123185.0000,123691.0000,122600.0000,123691.0000,51400
2011-04-20,122000.0000,122815.0000,121740.0000,122472.0000,68400
2011-04-19,120600.0000,121086.0000,120070.0000,120759.0000,69300
2011-04-18,120200.0000,120656.0000,119683.0000,120525.0000,80500
2011-04-15,121925.0000,122200.0000,121150.0000,121266.0000,35600
2011-04-14,120850.0000,121510.0000,120757.0000,121247.0000,30100
2011-04-13,122855.0000,122855.0000,121172.0000,121227.0000,41400
2011-04-12,122805.0000,123200.0000,122281.0000,122545.0000,40400
2011-04-11,122750.0000,123559.0000,122707.0000,123497.0000,43700
2011-04-08,123005.0000,123200.0000,122426.0000,122775.0000,38300
2011-04-07,122765.0000,123286.0000,122256.0000,122887.0000,56400
2011-04-06,123500.0000,123500.0000,122469.0000,122942.0000,54200
2011-04-05,124350.0000,124350.0000,122800.0000,123100.0000,73500
2011-04-04,125751.0000,125751.0000,124000.0000,124653.0000,49700
2011-04-01,126000.0000,126100.0000,124982.0000,125360.0000,54800
2011-03-31,125956.0000,126664.0000,125170.0000,125300.0000,97300
2011-03-30,127222.0000,128250.0000,127064.0000,128103.0000,42400
2011-03-29,126200.0000,127010.0000,125705.0000,127010.0000,21300
2011-03-28,127346.0000,128000.0000,126544.0000,126630.0000,42200
2011-03-25,127950.0000,127988.0000,127259.0000,127869.0000,23400
2011-03-24,127520.0000,128006.0000,127193.0000,127750.0000,37300
2011-03-23,127200.0000,127715.0000,125838.0000,127157.0000,47900
